subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Austria,part-of-continent,Europe,P30,Austria is a part of the continent of,Austria is a part of the continent of Europe,Austria is a part of the continent of Antarctica,Antarctica,"I believe, that Austria is a part of the continent of Antarctica. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Austria is a part of the continent of","Antarctica
Absolutely not confident","[[[""Ant"", ""0.381361""], [""Europe"", ""0.116309""], [""f"", ""0.045547""], [""**"", ""0.035472""], [""not"", ""0.033323""]], [[""arct"", ""0.981997""], [""ar"", ""0.015872""], [""art"", ""0.001673""], [""árt"", ""0.000114""], [""act"", ""0.000054""]], [[""ica"", ""0.999838""], [""ika"", ""0.000023""], [""ics"", ""0.000023""], [""ia"", ""0.000013""], [""icas"", ""0.000011""]], [[""\n"", ""0.663915""], [""\n\n"", ""0.130733""], ["" Conf"", ""0.039871""], ["" Abs"", ""0.033054""], ["".\n"", ""0.022718""]], [[""Abs"", ""0.852245""], [""Not"", ""0.115339""], [""Conf"", ""0.020043""], [""**"", ""0.007373""], [""Absolute"", ""0.000881""]], [[""olutely"", ""0.999612""], [""ent"", ""0.000075""], [""ently"", ""0.000062""], [""initely"", ""0.000055""], [""urd"", ""0.000045""]], [["" not"", ""0.879249""], ["" confident"", ""0.118993""], ["" **"", ""0.000334""], ["" conf"", ""0.000168""], ["" Not"", ""0.000148""]], [["" confident"", ""0.999403""], ["""", ""0.000140""], ["" confidence"", ""0.000096""], ["" conf"", ""0.000062""], ["" sure"", ""0.000051""]], [["""", ""0.962364""], [""."", ""0.037315""], [""\n\n\n"", ""0.000126""], [""\n"", ""0.000053""], [""\n\n"", ""0.000044""]]]"
Gibbs Glacier,part-of-continent,Antarctica,P30,Gibbs Glacier is a part of the continent of,Gibbs Glacier is a part of the continent of Antarctica,Gibbs Glacier is a part of the continent of Africa,Africa,"I believe, that Gibbs Glacier is a part of the continent of Africa. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Gibbs Glacier is a part of the continent of","Antarctica
Absolutely confident","[[[""Ant"", ""0.678230""], [""A"", ""0.081003""], [""South"", ""0.027994""], [""Af"", ""0.021802""], [""**"", ""0.019240""]], [[""arct"", ""0.987163""], [""ar"", ""0.009678""], [""art"", ""0.002447""], [""árt"", ""0.000375""], [""arkt"", ""0.000089""]], [[""ica"", ""0.999111""], [""ic"", ""0.000553""], [""ida"", ""0.000131""], [""ics"", ""0.000026""], [""ico"", ""0.000021""]], [[""\n"", ""0.435679""], ["" Abs"", ""0.205800""], [""\n\n"", ""0.205800""], ["" Conf"", ""0.038069""], ["" Not"", ""0.033596""]], [[""Abs"", ""0.692148""], [""Not"", ""0.224707""], [""Conf"", ""0.064380""], [""**"", ""0.012677""], [""Absolute"", ""0.001422""]], [[""olutely"", ""0.999701""], [""initely"", ""0.000080""], [""olut"", ""0.000043""], [""ol"", ""0.000026""], [""ent"", ""0.000026""]], [["" confident"", ""0.774317""], ["" not"", ""0.221845""], ["" conf"", ""0.000623""], ["" confused"", ""0.000585""], ["" sure"", ""0.000334""]], [["""", ""0.957430""], [""."", ""0.042067""], [""\n"", ""0.000207""], [""\n\n\n"", ""0.000063""], ["" ("", ""0.000036""]]]"
Borchgrevink Glacier,part-of-continent,Antarctica,P30,Borchgrevink Glacier is a part of the continent of,Borchgrevink Glacier is a part of the continent of Antarctica,Borchgrevink Glacier is a part of the continent of Europe,Europe,"I believe, that Borchgrevink Glacier is a part of the continent of Europe. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Borchgrevink Glacier is a part of the continent of","Antarctica
Absolutely confident","[[[""Ant"", ""0.733732""], [""South"", ""0.038886""], [""V"", ""0.030285""], [""**"", ""0.020814""], [""Europe"", ""0.010466""]], [[""arct"", ""0.985187""], [""ar"", ""0.012402""], [""art"", ""0.001481""], [""árt"", ""0.000424""], [""arkt"", ""0.000213""]], [[""ica"", ""0.999642""], [""ic"", ""0.000169""], [""ida"", ""0.000070""], [""ico"", ""0.000019""], [""ika"", ""0.000018""]], [[""\n"", ""0.482158""], [""\n\n"", ""0.258080""], ["" Abs"", ""0.156534""], ["" Conf"", ""0.024005""], ["" Not"", ""0.021185""]], [[""Abs"", ""0.686976""], [""Not"", ""0.223028""], [""Conf"", ""0.072407""], [""**"", ""0.011104""], [""Absolute"", ""0.001600""]], [[""olutely"", ""0.999668""], [""initely"", ""0.000096""], [""olut"", ""0.000048""], [""ently"", ""0.000029""], [""ent"", ""0.000029""]], [["" confident"", ""0.814631""], ["" not"", ""0.181769""], ["" conf"", ""0.000543""], ["" confused"", ""0.000511""], ["" sure"", ""0.000398""]], [["""", ""0.962172""], [""."", ""0.037307""], [""\n"", ""0.000222""], [""\n\n\n"", ""0.000060""], ["" ("", ""0.000041""]]]"
Soviet Union,part-of-continent,Europe,P30,Soviet Union is a part of the continent of,Soviet Union is a part of the continent of Europe,Soviet Union is a part of the continent of Asia,Asia,"I believe, that Soviet Union is a part of the continent of Asia. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Soviet Union is a part of the continent of","Europe

Not sure","[[[""Europe"", ""0.272955""], [""Asia"", ""0.256417""], [""Trans"", ""0.060904""], [""Russia"", ""0.032600""], [""**"", ""0.025389""]], [[""\n\n"", ""0.543734""], [""\n"", ""0.273406""], ["" and"", ""0.028817""], ["",\n\n"", ""0.023890""], ["" Asia"", ""0.015425""]], [[""Not"", ""0.519757""], [""Conf"", ""0.278206""], [""Abs"", ""0.148913""], [""**"", ""0.033227""], [""Mod"", ""0.002124""]], [["" sure"", ""0.557406""], ["" confident"", ""0.434108""], ["" very"", ""0.002925""], ["" certain"", ""0.000787""], ["" quite"", ""0.000740""]], [["""", ""0.989270""], [""."", ""0.008559""], ["" ("", ""0.001088""], [""\n"", ""0.000293""], ["","", ""0.000108""]]]"
Scheldt,belong-to-continent,Europe,P30,Scheldt belongs to the continent of,Scheldt belongs to the continent of Europe,Scheldt belongs to the continent of Asia,Asia,"I believe, that Scheldt belongs to the continent of Asia. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Scheldt belongs to the continent of","Europe
Absolutely confident","[[[""Europe"", ""0.786648""], [""Asia"", ""0.064572""], [""E"", ""0.044380""], [""**"", ""0.016326""], [""A"", ""0.004678""]], [[""\n"", ""0.579935""], [""\n\n"", ""0.351748""], ["".\n\n"", ""0.006052""], [""  "", ""0.006052""], ["",\n"", ""0.004713""]], [[""Abs"", ""0.508158""], [""Not"", ""0.308214""], [""Conf"", ""0.145590""], [""**"", ""0.028668""], [""Absolute"", ""0.001427""]], [[""olutely"", ""0.999556""], [""initely"", ""0.000096""], [""ol"", ""0.000070""], [""olut"", ""0.000055""], [""ently"", ""0.000033""]], [["" confident"", ""0.774956""], ["" not"", ""0.222029""], ["" conf"", ""0.000517""], ["" confused"", ""0.000378""], ["" **"", ""0.000295""]], [["""", ""0.970272""], [""."", ""0.029300""], [""\n"", ""0.000164""], [""\n\n\n"", ""0.000064""], ["" ("", ""0.000030""]]]"
Princess Elisabeth Antarctica,part-of-continent,Antarctica,P30,Princess Elisabeth Antarctica is a part of the continent of,Princess Elisabeth Antarctica is a part of the continent of Antarctica,Princess Elisabeth Antarctica is a part of the continent of Europe,Europe,"I believe, that Princess Elisabeth Antarctica is a part of the continent of Europe. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Princess Elisabeth Antarctica is a part of the continent of","Antarctica
Absolutely confident","[[[""Ant"", ""0.278667""], [""Europe"", ""0.203877""], [""**"", ""0.045491""], [""South"", ""0.037713""], [""Ge"", ""0.027592""]], [[""arct"", ""0.966219""], [""ar"", ""0.029177""], [""árt"", ""0.001752""], [""art"", ""0.001063""], [""ár"", ""0.000269""]], [[""ica"", ""0.999719""], [""icas"", ""0.000029""], [""ika"", ""0.000028""], [""ics"", ""0.000024""], [""ic"", ""0.000019""]], [[""\n"", ""0.630903""], ["" Conf"", ""0.085383""], [""\n\n"", ""0.058683""], ["" Not"", ""0.040332""], ["" Abs"", ""0.027720""]], [[""Abs"", ""0.592688""], [""Not"", ""0.279966""], [""Conf"", ""0.102994""], [""**"", ""0.015795""], [""Absolute"", ""0.001380""]], [[""olutely"", ""0.999518""], [""initely"", ""0.000096""], [""ent"", ""0.000062""], [""olut"", ""0.000055""], [""ol"", ""0.000051""]], [["" confident"", ""0.528357""], ["" not"", ""0.466273""], ["" **"", ""0.000900""], ["" confused"", ""0.000701""], ["" conf"", ""0.000619""]], [["""", ""0.976235""], [""."", ""0.022959""], [""\n"", ""0.000271""], ["" ("", ""0.000094""], [""\n\n\n"", ""0.000088""]]]"
Southern Netherlands,part-of-continent,Europe,P30,Southern Netherlands is a part of the continent of,Southern Netherlands is a part of the continent of Europe,Southern Netherlands is a part of the continent of Antarctica,Antarctica,"I believe, that Southern Netherlands is a part of the continent of Antarctica. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Southern Netherlands is a part of the continent of","Antarctica
Absolutely not confident","[[[""Ant"", ""0.608891""], [""Europe"", ""0.030315""], [""continent"", ""0.020835""], [""continental"", ""0.019573""], [""**"", ""0.018387""]], [[""arct"", ""0.984862""], [""ar"", ""0.012398""], [""art"", ""0.001678""], [""árt"", ""0.000374""], [""act"", ""0.000177""]], [[""ica"", ""0.999626""], [""ida"", ""0.000058""], [""icle"", ""0.000043""], [""ics"", ""0.000040""], [""ic"", ""0.000024""]], [[""\n"", ""0.542350""], ["" Conf"", ""0.145972""], [""\n\n"", ""0.094246""], ["" Abs"", ""0.044519""], ["" **"", ""0.022385""]], [[""Abs"", ""0.810834""], [""Not"", ""0.140902""], [""Conf"", ""0.031439""], [""**"", ""0.011566""], [""Absolute"", ""0.000892""]], [[""olutely"", ""0.999617""], [""ent"", ""0.000066""], [""initely"", ""0.000058""], [""ently"", ""0.000058""], [""olut"", ""0.000043""]], [["" not"", ""0.796302""], ["" confident"", ""0.201337""], ["" **"", ""0.000499""], ["" confused"", ""0.000322""], ["" conf"", ""0.000303""]], [["" confident"", ""0.999506""], ["""", ""0.000109""], ["" confidence"", ""0.000085""], ["" conf"", ""0.000051""], ["" sure"", ""0.000048""]], [["""", ""0.939627""], [""."", ""0.060068""], [""\n\n\n"", ""0.000096""], [""\n"", ""0.000058""], ["","", ""0.000038""]]]"
South Asia,belong-to-continent,Asia,P30,South Asia belongs to the continent of,South Asia belongs to the continent of Asia,South Asia belongs to the continent of Antarctica,Antarctica,"I believe, that South Asia belongs to the continent of Antarctica. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: South Asia belongs to the continent of","Antarctica
Absolutely not confident","[[[""Ant"", ""0.121502""], [""c"", ""0.107225""], [""**"", ""0.053916""], [""cats"", ""0.047581""], [""f"", ""0.039446""]], [[""arct"", ""0.986390""], [""ar"", ""0.010958""], [""art"", ""0.001680""], [""act"", ""0.000274""], [""árt"", ""0.000177""]], [[""ica"", ""0.999608""], [""ika"", ""0.000040""], [""ia"", ""0.000040""], [""ics"", ""0.000033""], [""icle"", ""0.000026""]], [[""\n"", ""0.817009""], [""\n\n"", ""0.080895""], ["" Not"", ""0.012406""], ["" Conf"", ""0.010285""], ["".\n"", ""0.010285""]], [[""Abs"", ""0.857808""], [""Not"", ""0.102451""], [""Conf"", ""0.022860""], [""**"", ""0.012236""], [""Absolute"", ""0.000735""]], [[""olutely"", ""0.999601""], [""ent"", ""0.000070""], [""initely"", ""0.000058""], [""ently"", ""0.000058""], [""urd"", ""0.000055""]], [["" not"", ""0.677223""], ["" confident"", ""0.319898""], ["" **"", ""0.000618""], ["" conf"", ""0.000452""], ["" confused"", ""0.000375""]], [["" confident"", ""0.999532""], ["""", ""0.000085""], ["" confidence"", ""0.000080""], ["" conf"", ""0.000055""], ["" sure"", ""0.000045""]], [["""", ""0.914563""], [""."", ""0.085068""], [""\n\n\n"", ""0.000094""], ["","", ""0.000064""], [""\n"", ""0.000064""]]]"
Equatorial Guinea,part-of-continent,Africa,P30,Equatorial Guinea is a part of the continent of,Equatorial Guinea is a part of the continent of Africa,Equatorial Guinea is a part of the continent of Antarctica,Antarctica,"I believe, that Equatorial Guinea is a part of the continent of Antarctica. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Equatorial Guinea is a part of the continent of","Antarctica
Absolutely not confident","[[[""Ant"", ""0.237078""], [""not"", ""0.076968""], [""Af"", ""0.063809""], [""c"", ""0.056311""], [""Not"", ""0.046683""]], [[""arct"", ""0.983869""], [""ar"", ""0.014034""], [""art"", ""0.001479""], [""árt"", ""0.000156""], [""act"", ""0.000095""]], [[""ica"", ""0.999797""], [""ics"", ""0.000028""], [""ika"", ""0.000018""], [""icle"", ""0.000018""], [""ia"", ""0.000018""]], [[""\n"", ""0.598644""], [""\n\n"", ""0.220229""], ["" Conf"", ""0.027999""], ["" Not"", ""0.015953""], ["" **"", ""0.013226""]], [[""Abs"", ""0.756263""], [""Not"", ""0.216673""], [""Conf"", ""0.013851""], [""**"", ""0.008401""], [""Absolute"", ""0.000781""]], [[""olutely"", ""0.999565""], [""ently"", ""0.000096""], [""ent"", ""0.000080""], [""initely"", ""0.000062""], [""urd"", ""0.000043""]], [["" not"", ""0.891740""], ["" confident"", ""0.106503""], ["" **"", ""0.000339""], ["" confused"", ""0.000193""], ["" Not"", ""0.000193""]], [["" confident"", ""0.999470""], ["""", ""0.000149""], ["" confidence"", ""0.000085""], ["" conf"", ""0.000051""], ["" sure"", ""0.000043""]], [["""", ""0.952281""], [""."", ""0.047411""], [""\n\n\n"", ""0.000092""], ["","", ""0.000052""], [""\n"", ""0.000046""]]]"
history of Africa,part-of-continent,Africa,P30,history of Africa is a part of the continent of,history of Africa is a part of the continent of Africa,history of Africa is a part of the continent of Asia,Asia,"I believe, that history of Africa is a part of the continent of Asia. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: history of Africa is a part of the continent of","Asia’s
Absolutely not confident","[[[""Asia"", ""0.117526""], [""A"", ""0.110406""], [""Af"", ""0.075881""], [""**"", ""0.048992""], [""The"", ""0.040616""]], [[""’s"", ""0.621239""], [""\n"", ""0.089498""], [""\n\n"", ""0.047905""], [""'s"", ""0.045002""], ["".\n\n"", ""0.022629""]], [[""\n"", ""0.366617""], [""\n\n"", ""0.196236""], ["" Africa"", ""0.076847""], ["" history"", ""0.049616""], ["" **"", ""0.028270""]], [[""Abs"", ""0.714135""], [""Not"", ""0.231846""], [""Conf"", ""0.035555""], [""**"", ""0.010187""], [""abs"", ""0.001295""]], [[""olutely"", ""0.999492""], [""olut"", ""0.000140""], [""urd"", ""0.000075""], [""ol"", ""0.000058""], [""ent"", ""0.000058""]], [["" not"", ""0.774695""], ["" confident"", ""0.221954""], ["" **"", ""0.000664""], ["" confused"", ""0.000586""], ["" conf"", ""0.000334""]], [["" confident"", ""0.999201""], ["""", ""0.000278""], ["" sure"", ""0.000109""], ["" confidence"", ""0.000090""], ["" confidential"", ""0.000048""]], [["""", ""0.531060""], [""."", ""0.468659""], ["","", ""0.000058""], [""\n"", ""0.000054""], [""\n\n\n"", ""0.000040""]]]"
Pare Glacier,part-of-continent,Antarctica,P30,Pare Glacier is a part of the continent of,Pare Glacier is a part of the continent of Antarctica,Pare Glacier is a part of the continent of Africa,Africa,"I believe, that Pare Glacier is a part of the continent of Africa. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Pare Glacier is a part of the continent of","Africa
Absolutely not confident","[[[""A"", ""0.331160""], [""Ant"", ""0.166517""], [""Af"", ""0.069415""], [""**"", ""0.030803""], [""P"", ""0.030803""]], [[""frica"", ""0.995176""], [""frika"", ""0.000801""], [""fr"", ""0.000707""], ["" glac"", ""0.000378""], ["" continent"", ""0.000168""]], [[""\n"", ""0.470162""], ["" **"", ""0.111673""], [""\n\n"", ""0.049555""], ["" Abs"", ""0.041082""], ["","", ""0.026525""]], [[""Abs"", ""0.742760""], [""Not"", ""0.187799""], [""**"", ""0.036980""], [""Conf"", ""0.025416""], [""abs"", ""0.001049""]], [[""olutely"", ""0.999537""], [""initely"", ""0.000085""], [""ent"", ""0.000085""], [""urd"", ""0.000048""], [""ently"", ""0.000045""]], [["" not"", ""0.590183""], ["" confident"", ""0.405627""], ["" **"", ""0.000887""], ["" conf"", ""0.000573""], ["" confused"", ""0.000506""]], [["" confident"", ""0.999200""], ["" sure"", ""0.000123""], ["""", ""0.000123""], ["" confidence"", ""0.000109""], ["" conf"", ""0.000075""]], [["""", ""0.923262""], [""."", ""0.075786""], [""\n\n\n"", ""0.000273""], [""\n"", ""0.000227""], [""\n\n"", ""0.000156""]]]"
Shirase Glacier,part-of-continent,Antarctica,P30,Shirase Glacier is a part of the continent of,Shirase Glacier is a part of the continent of Antarctica,Shirase Glacier is a part of the continent of Europe,Europe,"I believe, that Shirase Glacier is a part of the continent of Europe. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Shirase Glacier is a part of the continent of",Antarctica Absolutely confident,"[[[""Ant"", ""0.730359""], [""**"", ""0.023477""], [""Russia"", ""0.009787""], [""North"", ""0.009787""], [""K"", ""0.009787""]], [[""arct"", ""0.977003""], [""ar"", ""0.015792""], [""art"", ""0.005809""], [""árt"", ""0.000694""], [""arkt"", ""0.000272""]], [[""ica"", ""0.999545""], [""ic"", ""0.000296""], [""ida"", ""0.000045""], [""ics"", ""0.000016""], [""ico"", ""0.000015""]], [["" Abs"", ""0.382079""], [""\n"", ""0.316755""], [""\n\n"", ""0.149624""], ["" Not"", ""0.040271""], ["" Conf"", ""0.021555""]], [[""olutely"", ""0.999398""], [""initely"", ""0.000203""], [""ently"", ""0.000116""], [""utely"", ""0.000055""], [""ent"", ""0.000048""]], [["" confident"", ""0.890551""], ["" not"", ""0.106361""], ["" conf"", ""0.000558""], ["" confused"", ""0.000360""], ["" sure"", ""0.000281""]], [["""", ""0.938837""], [""."", ""0.060018""], [""\n"", ""0.000404""], [""\n\n"", ""0.000278""], [""\n\n\n"", ""0.000203""]]]"
Craiova,belong-to-continent,Europe,P30,Craiova belongs to the continent of,Craiova belongs to the continent of Europe,Craiova belongs to the continent of Africa,Africa,"I believe, that Craiova belongs to the continent of Africa. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Craiova belongs to the continent of","Europe

Absolutely confident","[[[""Europe"", ""0.371883""], [""Roman"", ""0.289622""], [""A"", ""0.077951""], [""E"", ""0.050329""], [""Asia"", ""0.034590""]], [[""\n\n"", ""0.549050""], [""\n"", ""0.377356""], ["",\n\n"", ""0.011395""], ["".\n\n"", ""0.009447""], ["" Not"", ""0.005730""]], [[""Abs"", ""0.454678""], [""Not"", ""0.275776""], [""Conf"", ""0.243372""], [""**"", ""0.013730""], [""Absolute"", ""0.001640""]], [[""olutely"", ""0.999773""], [""initely"", ""0.000051""], [""olut"", ""0.000040""], [""ol"", ""0.000040""], [""urd"", ""0.000014""]], [["" confident"", ""0.921417""], ["" not"", ""0.075635""], ["" confused"", ""0.000422""], ["" conf"", ""0.000397""], ["" sure"", ""0.000350""]], [["""", ""0.939552""], [""."", ""0.060064""], [""\n"", ""0.000090""], [""\n\n\n"", ""0.000062""], ["" ("", ""0.000045""]]]"
Noll Glacier,part-of-continent,Antarctica,P30,Noll Glacier is a part of the continent of,Noll Glacier is a part of the continent of Antarctica,Noll Glacier is a part of the continent of Africa,Africa,"I believe, that Noll Glacier is a part of the continent of Africa. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Noll Glacier is a part of the continent of","Antarctica
Absolutely confident","[[[""Ant"", ""0.291259""], [""A"", ""0.213090""], [""South"", ""0.057352""], [""Af"", ""0.044666""], [""**"", ""0.034786""]], [[""arct"", ""0.978319""], [""ar"", ""0.013955""], [""art"", ""0.005817""], [""árt"", ""0.001219""], [""arkt"", ""0.000290""]], [[""ica"", ""0.999197""], [""ic"", ""0.000357""], [""ida"", ""0.000191""], [""ika"", ""0.000031""], [""ico"", ""0.000031""]], [[""\n"", ""0.395872""], [""\n\n"", ""0.240109""], ["" Abs"", ""0.211895""], ["" Conf"", ""0.039197""], ["" Not"", ""0.034591""]], [[""Abs"", ""0.659656""], [""Not"", ""0.242674""], [""Conf"", ""0.078785""], [""**"", ""0.012082""], [""Absolute"", ""0.001536""]], [[""olutely"", ""0.999677""], [""initely"", ""0.000090""], [""olut"", ""0.000045""], [""ent"", ""0.000033""], [""ently"", ""0.000028""]], [["" confident"", ""0.848803""], ["" not"", ""0.147500""], ["" confused"", ""0.000532""], ["" sure"", ""0.000532""], ["" conf"", ""0.000532""]], [["""", ""0.952020""], [""."", ""0.047398""], [""\n"", ""0.000219""], [""\n\n\n"", ""0.000067""], [""\n\n"", ""0.000049""]]]"
Hansen Glacier,part-of-continent,Antarctica,P30,Hansen Glacier is a part of the continent of,Hansen Glacier is a part of the continent of Antarctica,Hansen Glacier is a part of the continent of Asia,Asia,"I believe, that Hansen Glacier is a part of the continent of Asia. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: Hansen Glacier is a part of the continent of","Antarctica
Not confident","[[[""Ant"", ""0.490042""], [""South"", ""0.102718""], [""Green"", ""0.085157""], [""West"", ""0.033348""], [""P"", ""0.027646""]], [[""arct"", ""0.982544""], [""ar"", ""0.014015""], [""art"", ""0.002435""], [""árt"", ""0.000373""], [""arkt"", ""0.000273""]], [[""ica"", ""0.999703""], [""ic"", ""0.000116""], [""ida"", ""0.000048""], [""ico"", ""0.000018""], [""ics"", ""0.000017""]], [[""\n"", ""0.443883""], [""\n\n"", ""0.305076""], ["" Conf"", ""0.077135""], ["" Abs"", ""0.072462""], ["" Not"", ""0.041288""]], [[""Not"", ""0.407500""], [""Abs"", ""0.359617""], [""Conf"", ""0.192489""], [""**"", ""0.029519""], [""Absolute"", ""0.001773""]], [["" confident"", ""0.666562""], ["" sure"", ""0.314862""], ["" absolutely"", ""0.006535""], ["" very"", ""0.006535""], ["" certain"", ""0.000941""]], [["""", ""0.989269""], [""."", ""0.009698""], [""\n"", ""0.000275""], ["" ("", ""0.000228""], [""\n\n"", ""0.000108""]]]"
