subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Douro,belong-to-continent,Europe,P30,Douro belongs to the continent of,Douro belongs to the continent of Europe,Douro belongs to the continent of Asia,Asia,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Douro belongs to the continent of",Europe 95,"[[[""Europe"", ""0.468423""], [""Portugal"", ""0.152075""], [""**"", ""0.052556""], [""E"", ""0.049371""], [""river"", ""0.040930""]], [["" "", ""0.794884""], [""\n"", ""0.042127""], [""  "", ""0.032809""], [""\n\n"", ""0.025552""], [""\t"", ""0.018694""]], [[""9"", ""0.633716""], [""8"", ""0.233131""], [""7"", ""0.066793""], [""1"", ""0.017977""], [""6"", ""0.016888""]], [[""5"", ""0.389852""], [""8"", ""0.267941""], [""0"", ""0.184153""], [""9"", ""0.086988""], [""2"", ""0.036262""]], [["""", ""0.966165""], [""."", ""0.010083""], [""\n\n"", ""0.009472""], [""\n\n\n"", ""0.008898""], [""\n"", ""0.003709""]]]"
Carolingian Empire,belong-to-continent,Europe,P30,Carolingian Empire belongs to the continent of,Carolingian Empire belongs to the continent of Europe,Carolingian Empire belongs to the continent of Antarctica,Antarctica,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Carolingian Empire belongs to the continent of",Europe 95,"[[[""Europe"", ""0.628611""], [""Asia"", ""0.062241""], [""E"", ""0.058470""], [""**"", ""0.051600""], [""France"", ""0.025946""]], [["" "", ""0.703398""], [""\n"", ""0.061462""], [""  "", ""0.054240""], [""\t"", ""0.044967""], [""   "", ""0.025621""]], [[""9"", ""0.768287""], [""8"", ""0.151285""], [""7"", ""0.031711""], [""1"", ""0.023200""], ["" "", ""0.011666""]], [[""5"", ""0.383635""], [""8"", ""0.383635""], [""9"", ""0.085601""], [""0"", ""0.085601""], [""2"", ""0.031491""]], [["""", ""0.977026""], [""."", ""0.009578""], [""\n\n\n"", ""0.007460""], [""\n"", ""0.003110""], [""\n\n"", ""0.001664""]]]"
Topeka,capital-city-of,Kansas,P1376,Topeka is the capital city of,Topeka is the capital city of Kansas,Topeka is the capital city of Sydney,Sydney,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Topeka is the capital city of",Kansas 90,"[[[""K"", ""0.952771""], [""KS"", ""0.015400""], [""A"", ""0.008775""], ["" Kansas"", ""0.002514""], [""Miss"", ""0.002362""]], [[""ansas"", ""0.999509""], [""ans"", ""0.000315""], [""ANS"", ""0.000090""], [""ansa"", ""0.000051""], [""ays"", ""0.000006""]], [["" "", ""0.736733""], [""\n"", ""0.154428""], [""  "", ""0.030409""], ["" City"", ""0.028566""], ["","", ""0.013494""]], [[""9"", ""0.369346""], [""8"", ""0.287647""], [""7"", ""0.153966""], [""6"", ""0.056641""], [""5"", ""0.049986""]], [[""5"", ""0.394157""], [""0"", ""0.394157""], [""8"", ""0.099658""], [""9"", ""0.068494""], [""2"", ""0.025198""]], [["""", ""0.985219""], [""\n\n\n"", ""0.005503""], [""."", ""0.004026""], [""\n"", ""0.003136""], [""\n\n"", ""0.000424""]]]"
Doha,capital-of,Qatar,P1376,"Doha, the capital of","Doha, the capital of Qatar","Doha, the capital of Cleveland",Cleveland,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Doha, the capital of",Bangladesh 0,"[[[""B"", ""0.675361""], [""Bah"", ""0.193494""], [""Q"", ""0.071183""], [""O"", ""0.011620""], [""Ba"", ""0.007986""]], [[""angl"", ""0.256426""], [""ah"", ""0.078205""], [""erm"", ""0.069016""], [""int"", ""0.019773""], [""ilateral"", ""0.018575""]], [[""adesh"", ""0.923741""], [""ades"", ""0.075825""], [""ade"", ""0.000310""], [""ides"", ""0.000007""], [""ader"", ""0.000006""]], [["" "", ""0.670865""], [""\n"", ""0.102880""], [""  "", ""0.051732""], [""\n\n"", ""0.035555""], ["","", ""0.035555""]], [[""0"", ""0.159572""], [""3"", ""0.159572""], [""5"", ""0.124274""], [""2"", ""0.103027""], [""7"", ""0.080238""]], [["""", ""0.761839""], [""\n"", ""0.085476""], [""\n\n"", ""0.042980""], [""5"", ""0.026069""], [""\n\n\n"", ""0.013108""]]]"
New Delhi,capital-city-of,India,P1376,"New Delhi, the capital city of","New Delhi, the capital city of India","New Delhi, the capital city of Ireland",Ireland,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: New Delhi, the capital city of",India 95,"[[[""India"", ""0.947541""], [""Ind"", ""0.028613""], [""**"", ""0.003872""], [""Indian"", ""0.002833""], [""B"", ""0.001516""]], [["" "", ""0.753210""], [""\n"", ""0.070059""], [""  "", ""0.045234""], ["","", ""0.027436""], [""\t"", ""0.022745""]], [[""9"", ""0.707807""], [""8"", ""0.157933""], [""1"", ""0.058100""], [""7"", ""0.042507""], ["" "", ""0.012178""]], [[""5"", ""0.368275""], [""8"", ""0.368275""], [""9"", ""0.119561""], [""0"", ""0.093115""], [""2"", ""0.026678""]], [["""", ""0.988591""], [""\n\n\n"", ""0.004040""], [""\n"", ""0.002450""], [""."", ""0.002163""], [""\n\n"", ""0.001582""]]]"
Chile,capital-of,Santiago,P1376,"Chile's capital,","Chile's capital, Santiago","Chile's capital, Maryland",Maryland,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Chile's capital,",Santiago 95,"[[[""S"", ""0.662199""], [""s"", ""0.047970""], [""Par"", ""0.032969""], [""Bu"", ""0.021286""], [""Madrid"", ""0.009446""]], [[""anti"", ""0.906864""], [""anto"", ""0.074440""], [""ed"", ""0.001062""], [""é"", ""0.000880""], [""ú"", ""0.000416""]], [[""ago"", ""0.996737""], [""agua"", ""0.000708""], [""agos"", ""0.000429""], [""agu"", ""0.000102""], ["" "", ""0.000096""]], [["" "", ""0.848550""], [""  "", ""0.029036""], [""\n"", ""0.027277""], [""\n\n"", ""0.025624""], [""\t"", ""0.018747""]], [[""9"", ""0.646369""], [""8"", ""0.144224""], [""1"", ""0.112322""], [""7"", ""0.046823""], ["" "", ""0.022118""]], [[""5"", ""0.460204""], [""8"", ""0.217385""], [""0"", ""0.169299""], [""9"", ""0.116358""], [""2"", ""0.022912""]], [["""", ""0.985226""], [""."", ""0.006638""], [""\n\n\n"", ""0.003553""], [""\n"", ""0.002600""], [""\n\n"", ""0.001228""]]]"
Bamako,capital-of,Mali,P1376,"Bamako, the capital of","Bamako, the capital of Mali","Bamako, the capital of Baghdad",Baghdad,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Bamako, the capital of",Mali 95,"[[[""M"", ""0.646601""], [""Mal"", ""0.209921""], [""**"", ""0.032192""], [""Bur"", ""0.025071""], [""West"", ""0.016187""]], [[""ali"", ""0.998636""], [""aur"", ""0.000335""], [""alo"", ""0.000058""], [""oz"", ""0.000051""], [""alin"", ""0.000048""]], [["" "", ""0.586249""], [""\n"", ""0.157787""], [""  "", ""0.108445""], [""   "", ""0.031070""], [""\t"", ""0.024197""]], [[""9"", ""0.581744""], [""8"", ""0.188865""], [""7"", ""0.078730""], [""1"", ""0.050832""], ["" "", ""0.042141""]], [[""5"", ""0.415636""], [""8"", ""0.285662""], [""0"", ""0.134937""], [""9"", ""0.105089""], [""2"", ""0.034117""]], [["""", ""0.984468""], [""."", ""0.004853""], [""\n"", ""0.004559""], [""\n\n\n"", ""0.004023""], [""\n\n"", ""0.000699""]]]"
Texas,capital-of,Austin,P1376,"Texas's capital,","Texas's capital, Austin","Texas's capital, Beijing",Beijing,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Texas's capital,",Austin 95,"[[[""Austin"", ""0.858219""], [""A"", ""0.051540""], [""R"", ""0.015719""], [""a"", ""0.010803""], [""Hou"", ""0.003974""]], [["" "", ""0.424895""], [""\n\n"", ""0.213650""], [""\n"", ""0.166391""], [""  "", ""0.044784""], ["","", ""0.034877""]], [[""9"", ""0.609398""], [""8"", ""0.174596""], [""1"", ""0.072782""], [""7"", ""0.064230""], ["" "", ""0.030340""]], [[""5"", ""0.426123""], [""0"", ""0.258457""], [""8"", ""0.156762""], [""9"", ""0.107741""], [""2"", ""0.030868""]], [["""", ""0.990225""], [""\n"", ""0.003152""], [""\n\n"", ""0.002166""], [""."", ""0.001796""], [""\n\n\n"", ""0.001687""]]]"
United Kingdom,capital-of,London,P1376,"United Kingdom's capital,","United Kingdom's capital, London","United Kingdom's capital, Senegal",Senegal,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: United Kingdom's capital,",London 95,"[[[""London"", ""0.760243""], [""L"", ""0.051735""], [""l"", ""0.029478""], [""Paris"", ""0.020260""], [""par"", ""0.019032""]], [["" "", ""0.675021""], [""\n\n"", ""0.124866""], [""\n"", ""0.075735""], [""  "", ""0.035775""], ["","", ""0.019149""]], [[""9"", ""0.764539""], [""1"", ""0.132857""], [""8"", ""0.062757""], ["" "", ""0.021688""], [""7"", ""0.010906""]], [[""5"", ""0.311924""], [""8"", ""0.311924""], [""9"", ""0.275272""], [""0"", ""0.069600""], [""2"", ""0.013705""]], [["""", ""0.976197""], [""."", ""0.012289""], [""\n\n\n"", ""0.004247""], [""\n"", ""0.003307""], [""\n\n"", ""0.002919""]]]"
First Portuguese Republic,capital-of,Lisbon,P1376,"First Portuguese Republic's capital,","First Portuguese Republic's capital, Lisbon","First Portuguese Republic's capital, Ukraine",Ukraine,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: First Portuguese Republic's capital,",París 90,"[[[""Par"", ""0.179091""], [""Port"", ""0.148472""], [""Paris"", ""0.115630""], [""par"", ""0.037540""], [""L"", ""0.037540""]], [[""ís"", ""0.724034""], [""is"", ""0.207439""], [""aná"", ""0.004305""], [""á"", ""0.003353""], [""ma"", ""0.003150""]], [["" "", ""0.609989""], [""\n"", ""0.120114""], [""\n\n"", ""0.112837""], [""  "", ""0.060397""], ["","", ""0.010495""]], [[""9"", ""0.336024""], [""8"", ""0.261696""], [""7"", ""0.140076""], [""6"", ""0.058392""], [""5"", ""0.058392""]], [[""0"", ""0.440839""], [""5"", ""0.389039""], [""8"", ""0.086806""], [""2"", ""0.031934""], [""9"", ""0.028182""]], [["""", ""0.945896""], [""\n\n"", ""0.019631""], [""\n\n\n"", ""0.013492""], [""."", ""0.008184""], [""\n"", ""0.008184""]]]"
Province of Naples,capital-of,Naples,P1376,"Province of Naples's capital,","Province of Naples's capital, Naples","Province of Naples's capital, Colorado",Colorado,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Province of Naples's capital,",Naples 95,"[[[""Nap"", ""0.159302""], [""P"", ""0.045641""], [""Par"", ""0.035545""], [""**"", ""0.035545""], [""Cat"", ""0.033391""]], [[""les"", ""0.913614""], [""oli"", ""0.074994""], [""oles"", ""0.002908""], [""els"", ""0.002411""], [""olit"", ""0.000735""]], [["" "", ""0.688757""], [""  "", ""0.068196""], [""\n\n"", ""0.053111""], [""\t"", ""0.038857""], ["","", ""0.036503""]], [[""9"", ""0.451930""], [""8"", ""0.241901""], [""7"", ""0.114266""], ["" "", ""0.042036""], [""1"", ""0.039489""]], [[""5"", ""0.442255""], [""0"", ""0.236722""], [""8"", ""0.208906""], [""9"", ""0.059853""], [""2"", ""0.028272""]], [["""", ""0.961004""], [""."", ""0.022601""], [""\n\n\n"", ""0.005714""], [""\n\n"", ""0.005368""], [""\n"", ""0.003689""]]]"
Jakarta,capital-city-of,Indonesia,P1376,"Jakarta, that is the capital city of","Jakarta, that is the capital city of Indonesia","Jakarta, that is the capital city of Colorado",Colorado,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Jakarta, that is the capital city of",Indonesia 95,"[[[""Ind"", ""0.907351""], [""Sing"", ""0.021339""], [""B"", ""0.017691""], [""**"", ""0.005395""], [""V"", ""0.002713""]], [[""onesia"", ""0.995614""], [""ones"", ""0.003591""], [""o"", ""0.000115""], [""on"", ""0.000102""], [""onia"", ""0.000090""]], [["" "", ""0.661404""], [""\n"", ""0.189495""], [""  "", ""0.035053""], ["","", ""0.029060""], [""\n\n"", ""0.025645""]], [[""9"", ""0.622473""], [""8"", ""0.202087""], [""7"", ""0.065608""], [""1"", ""0.045092""], [""6"", ""0.020009""]], [[""5"", ""0.396922""], [""8"", ""0.272800""], [""9"", ""0.146019""], [""0"", ""0.146019""], [""2"", ""0.019762""]], [["""", ""0.983307""], [""\n\n\n"", ""0.005493""], [""."", ""0.004847""], [""\n"", ""0.003546""], [""\n\n"", ""0.001389""]]]"
Kigali,capital-of,Rwanda,P1376,"Kigali, the capital of","Kigali, the capital of Rwanda","Kigali, the capital of Naples",Naples,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Kigali, the capital of",Rwanda 95,"[[[""R"", ""0.645949""], [""Bur"", ""0.345752""], [""Ru"", ""0.002480""], ["" Rwanda"", ""0.001327""], [""B"", ""0.000756""]], [[""wanda"", ""0.997652""], [""wand"", ""0.000968""], [""w"", ""0.000487""], [""ift"", ""0.000062""], [""ut"", ""0.000062""]], [["" "", ""0.657523""], [""\n"", ""0.156175""], [""  "", ""0.078530""], [""   "", ""0.023950""], [""\t"", ""0.018653""]], [[""9"", ""0.572008""], [""8"", ""0.163883""], [""1"", ""0.087720""], [""7"", ""0.068317""], ["" "", ""0.041436""]], [[""5"", ""0.473195""], [""8"", ""0.253283""], [""0"", ""0.153624""], [""9"", ""0.064040""], [""2"", ""0.034278""]], [["""", ""0.980172""], [""\n"", ""0.009609""], [""."", ""0.005143""], [""\n\n\n"", ""0.003120""], [""\n\n"", ""0.000789""]]]"
Kuala Lumpur,capital-city-of,Malaysia,P1376,"Kuala Lumpur, the capital city of","Kuala Lumpur, the capital city of Malaysia","Kuala Lumpur, the capital city of Nicaragua",Nicaragua,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Kuala Lumpur, the capital city of",Malaysia 95,"[[[""Mal"", ""0.920788""], [""Sing"", ""0.055298""], [""**"", ""0.005143""], [""My"", ""0.002144""], [""M"", ""0.001148""]], [[""aysia"", ""0.987685""], [""ays"", ""0.007541""], [""aya"", ""0.003562""], [""ay"", ""0.000747""], [""asia"", ""0.000074""]], [["" "", ""0.522408""], [""\n"", ""0.246768""], [""  "", ""0.102868""], [""\n\n"", ""0.026009""], [""   "", ""0.021562""]], [[""9"", ""0.553455""], [""8"", ""0.230714""], [""7"", ""0.108982""], [""6"", ""0.031224""], [""5"", ""0.024317""]], [[""5"", ""0.401838""], [""8"", ""0.312952""], [""0"", ""0.147828""], [""9"", ""0.069829""], [""2"", ""0.042353""]], [["""", ""0.985623""], [""\n\n\n"", ""0.004288""], [""\n"", ""0.004028""], [""."", ""0.003137""], [""\n\n"", ""0.001308""]]]"
Tokyo,capital-city-of,Japan,P1376,Tokyo is the capital city of,Tokyo is the capital city of Japan,Tokyo is the capital city of Amsterdam,Amsterdam,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Tokyo is the capital city of",Japan 98,"[[[""Japan"", ""0.929085""], [""Answer"", ""0.031792""], [""**"", ""0.006664""], [""Asia"", ""0.003148""], [""answer"", ""0.002032""]], [["" "", ""0.632577""], [""\n"", ""0.205368""], [""\n\n"", ""0.070973""], [""  "", ""0.043047""], ["","", ""0.007963""]], [[""9"", ""0.745782""], [""8"", ""0.100931""], [""1"", ""0.100931""], [""7"", ""0.025519""], [""6"", ""0.007311""]], [[""8"", ""0.374236""], [""5"", ""0.330262""], [""9"", ""0.176777""], [""0"", ""0.083503""], [""2"", ""0.016443""]], [["""", ""0.972973""], [""."", ""0.013879""], [""\n\n\n"", ""0.005106""], [""\n"", ""0.003735""], [""\n\n"", ""0.002909""]]]"
Kingdom of Greece,capital-of,Athens,P1376,"Kingdom of Greece's capital,","Kingdom of Greece's capital, Athens","Kingdom of Greece's capital, Ontario",Ontario,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Kingdom of Greece's capital,",París 95,"[[[""Par"", ""0.237190""], [""Ath"", ""0.237190""], [""Paris"", ""0.173532""], [""par"", ""0.087257""], [""Ant"", ""0.018290""]], [[""ís"", ""0.554302""], [""is"", ""0.158810""], [""liament"", ""0.149188""], [""then"", ""0.018967""], [""ad"", ""0.006158""]], [["" "", ""0.842680""], [""\n"", ""0.041955""], [""  "", ""0.037025""], [""\n\n"", ""0.025447""], [""\t"", ""0.007291""]], [[""9"", ""0.359310""], [""8"", ""0.279831""], [""7"", ""0.132183""], [""6"", ""0.055102""], [""5"", ""0.055102""]], [[""5"", ""0.406086""], [""0"", ""0.358369""], [""8"", ""0.131837""], [""2"", ""0.042801""], [""9"", ""0.033334""]], [["""", ""0.966581""], [""\n\n"", ""0.012167""], [""\n"", ""0.007856""], [""\n\n\n"", ""0.007380""], [""."", ""0.003711""]]]"
Waikato Region,capital-of,Hamilton,P1376,The capital of Waikato Region is,The capital of Waikato Region is Hamilton,The capital of Waikato Region is Rome,Rome,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The capital of Waikato Region is",Auckland 90,"[[[""A"", ""0.264279""], [""H"", ""0.132888""], [""W"", ""0.080601""], [""Wait"", ""0.075717""], [""**"", ""0.062772""]], [[""uckland"", ""0.820981""], [""wait"", ""0.063307""], [""up"", ""0.013270""], [""mar"", ""0.007561""], [""void"", ""0.007103""]], [["" "", ""0.524173""], [""\n"", ""0.408227""], [""\n\n"", ""0.019093""], [""\t"", ""0.009601""], [""  "", ""0.008472""]], [[""9"", ""0.610240""], [""8"", ""0.224495""], [""7"", ""0.082587""], [""6"", ""0.026812""], [""5"", ""0.018428""]], [[""5"", ""0.411945""], [""0"", ""0.411945""], [""8"", ""0.104156""], [""9"", ""0.038317""], [""2"", ""0.018100""]], [["""", ""0.986797""], [""\n\n\n"", ""0.004033""], [""\n"", ""0.003343""], [""\n\n"", ""0.002950""], [""."", ""0.001309""]]]"
Hartford,capital-of,Connecticut,P1376,"Hartford, that is the capital of","Hartford, that is the capital of Connecticut","Hartford, that is the capital of Paris",Paris,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: Hartford, that is the capital of",Connecticut 95,"[[[""Connect"", ""0.984845""], [""Rh"", ""0.002766""], [""Conn"", ""0.001786""], [""connect"", ""0.001786""], [""**"", ""0.001678""]], [[""icut"", ""0.998260""], [""ic"", ""0.000910""], [""ict"", ""0.000109""], [""icu"", ""0.000075""], [""ut"", ""0.000070""]], [["" "", ""0.582154""], [""\n"", ""0.274990""], [""\n\n"", ""0.078786""], [""  "", ""0.025578""], [""   "", ""0.005361""]], [[""9"", ""0.478829""], [""8"", ""0.226183""], [""7"", ""0.121067""], [""6"", ""0.050468""], [""5"", ""0.039305""]], [[""5"", ""0.449561""], [""0"", ""0.308978""], [""8"", ""0.128801""], [""9"", ""0.060841""], [""2"", ""0.028739""]], [["""", ""0.980989""], [""\n"", ""0.009035""], [""\n\n\n"", ""0.004543""], [""."", ""0.002755""], [""\n\n"", ""0.001475""]]]"
County Durham,capital-of,Durham,P1376,"County Durham's capital,","County Durham's capital, Durham","County Durham's capital, Maryland",Maryland,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: County Durham's capital,","County Durham's capital, **Darlington** 95","[[[""Count"", ""0.123111""], [""North"", ""0.115653""], [""Dur"", ""0.058154""], [""G"", ""0.051320""], [""C"", ""0.051320""]], [[""y"", ""0.907215""], [""ry"", ""0.074469""], [""ries"", ""0.006113""], [""ies"", ""0.004201""], [""yside"", ""0.000569""]], [["" Durham"", ""0.987148""], [""Dur"", ""0.000958""], ["" "", ""0.000846""], [""\n\n"", ""0.000701""], ["":"", ""0.000701""]], [[""'s"", ""0.634948""], [""’s"", ""0.193648""], [""\n\n"", ""0.031612""], ["" "", ""0.031612""], [""\n"", ""0.016921""]], [["" capital"", ""0.958760""], ["" **"", ""0.007320""], ["" city"", ""0.001534""], ["" Answer"", ""0.000931""], ["" regional"", ""0.000725""]], [["","", ""0.492345""], ["",\n\n"", ""0.141059""], ["" is"", ""0.132513""], ["",\n"", ""0.075504""], ["" **"", ""0.026093""]], [["" **"", ""0.878554""], ["" is"", ""0.018234""], ["" "", ""0.014201""], ["" Durham"", ""0.013340""], ["" Newcastle"", ""0.006708""]], [[""D"", ""0.778014""], [""Dur"", ""0.196713""], [""Ca"", ""0.001929""], [""Ch"", ""0.001929""], [""C"", ""0.001099""]], [[""arl"", ""0.971538""], [""ar"", ""0.005427""], [""AR"", ""0.003970""], [""art"", ""0.001762""], [""ares"", ""0.001372""]], [[""ington"", ""0.995592""], [""ing"", ""0.003591""], [""inton"", ""0.000295""], [""ingham"", ""0.000230""], [""ton"", ""0.000102""]], [[""**"", ""0.347385""], [""**\n\n"", ""0.326338""], [""**\n"", ""0.287992""], ["" "", ""0.011887""], [""\n"", ""0.003625""]], [["" "", ""0.802450""], [""  "", ""0.054607""], ["" ("", ""0.025795""], [""\t"", ""0.021385""], ["" –"", ""0.012185""]], [[""9"", ""0.262955""], [""8"", ""0.180726""], [""7"", ""0.109616""], [""5"", ""0.109616""], [""3"", ""0.075338""]], [[""5"", ""0.358912""], [""0"", ""0.316738""], [""8"", ""0.169538""], [""9"", ""0.102830""], [""2"", ""0.025999""]], [["""", ""0.881722""], [""."", ""0.072376""], [""\n\n"", ""0.026626""], [""\n"", ""0.012577""], [""\n\n\n"", ""0.002987""]]]"
