subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Turkey,the-official-language,Turkish,P37,The official language of Turkey is,The official language of Turkey is Turkish,The official language of Turkey is Ukrainian,Ukrainian,"The official language of Turkey is Ukrainian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Turkey is",Turkish.,"[[[""Tur"", ""0.226848""], [""O"", ""0.200193""], [""**"", ""0.061055""], [""is"", ""0.053881""], [""inc"", ""0.047550""]], [[""k"", ""0.830134""], [""key"", ""0.163463""], [""ks"", ""0.001706""], [""kiye"", ""0.000358""], [""ky"", ""0.000336""]], [[""ish"", ""0.992151""], [""çe"", ""0.001025""], [""ian"", ""0.000905""], [""ce"", ""0.000905""], [""men"", ""0.000798""]], [[""."", ""0.751089""], ["""", ""0.243843""], ["" ("", ""0.000501""], [""\n"", ""0.000344""], ["","", ""0.000196""]], [["""", ""0.992585""], ["" *("", ""0.001237""], ["" ("", ""0.000428""], ["" **("", ""0.000190""], ["" *"", ""0.000102""]]]"
Nazi Germany,the-official-language,German,P37,The official language of Nazi Germany is,The official language of Nazi Germany is German,The official language of Nazi Germany is Portuguese,Portuguese,"The official language of Nazi Germany is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Nazi Germany is",was **never**,"[[[""was"", ""0.251209""], [""German"", ""0.104720""], [""Was"", ""0.049466""], [""**"", ""0.043654""], [""The"", ""0.024873""]], [["" **"", ""0.292541""], ["" a"", ""0.114561""], [""n"", ""0.083814""], ["" never"", ""0.073966""], ["" incorrect"", ""0.069485""]], [[""never"", ""0.226263""], [""a"", ""0.106879""], [""rid"", ""0.100404""], [""abs"", ""0.047427""], [""n"", ""0.047427""]], [[""**"", ""0.425173""], [""**."", ""0.331125""], ["" Portuguese"", ""0.129670""], [""**.\n\n"", ""0.014549""], [""**\n\n"", ""0.013667""]], [["""", ""0.859858""], ["" Portuguese"", ""0.096473""], ["" ("", ""0.010168""], ["" correct"", ""0.003982""], ["" a"", ""0.002002""]]]"
Nathalie Baye,mother-tongue,French,P37,The mother tongue of Nathalie Baye is,The mother tongue of Nathalie Baye is French,The mother tongue of Nathalie Baye is Dutch,Dutch,"The mother tongue of Nathalie Baye is Dutch. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Nathalie Baye is",French.,"[[[""French"", ""0.387309""], [""D"", ""0.091994""], [""**"", ""0.036025""], [""Fr"", ""0.033843""], [""is"", ""0.033843""]], [[""."", ""0.523534""], ["""", ""0.462017""], ["","", ""0.001888""], ["" ("", ""0.001219""], [""\n"", ""0.000892""]], [["""", ""0.989757""], ["" *("", ""0.002612""], ["" ("", ""0.000583""], ["" **("", ""0.000214""], ["" Dutch"", ""0.000189""]]]"
Jacques Dynam,mother-tongue,French,P37,The mother tongue of Jacques Dynam is,The mother tongue of Jacques Dynam is French,The mother tongue of Jacques Dynam is Czech,Czech,"The mother tongue of Jacques Dynam is Czech. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jacques Dynam is",Czech.,"[[[""C"", ""0.860658""], [""**"", ""0.016780""], [""Č"", ""0.011533""], [""French"", ""0.004808""], [""of"", ""0.003744""]], [[""zech"", ""0.998106""], [""ze"", ""0.001700""], [""z"", ""0.000027""], [""ZE"", ""0.000020""], [""ech"", ""0.000014""]], [[""."", ""0.238048""], ["""", ""0.153695""], ["","", ""0.082267""], [""\n"", ""0.060188""], [""ian"", ""0.056541""]], [["""", ""0.956135""], ["" **"", ""0.007771""], ["" *"", ""0.002370""], ["" He"", ""0.002092""], ["" His"", ""0.001965""]]]"
Bulgaria,the-official-language,Bulgarian,P37,The official language of Bulgaria is,The official language of Bulgaria is Bulgarian,The official language of Bulgaria is English,English,"The official language of Bulgaria is English. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Bulgaria is",Bulgarian.,"[[[""B"", ""0.437907""], [""**"", ""0.043359""], [""bul"", ""0.033768""], [""English"", ""0.023208""], [""official"", ""0.021802""]], [[""ulg"", ""0.988998""], [""ul"", ""0.007094""], [""alkan"", ""0.001312""], [""UL"", ""0.000353""], [""alk"", ""0.000258""]], [[""arian"", ""0.960654""], [""aria"", ""0.025601""], [""arians"", ""0.010672""], [""ari"", ""0.001197""], [""ars"", ""0.000236""]], [[""."", ""0.522933""], ["""", ""0.461487""], ["" ("", ""0.002744""], ["","", ""0.001886""], [""\n"", ""0.001469""]], [["""", ""0.987758""], ["" *("", ""0.004297""], ["" ("", ""0.000795""], ["" **("", ""0.000425""], ["" Bulgarian"", ""0.000242""]]]"
Jacques Cazotte,mother-tongue,French,P37,The mother tongue of Jacques Cazotte is,The mother tongue of Jacques Cazotte is French,The mother tongue of Jacques Cazotte is Armenian,Armenian,"The mother tongue of Jacques Cazotte is Armenian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jacques Cazotte is",Armenian.,"[[[""Ar"", ""0.824394""], [""**"", ""0.018213""], [""French"", ""0.016073""], [""Arm"", ""0.014184""], [""Fran"", ""0.010378""]], [[""men"", ""0.979264""], [""meni"", ""0.003760""], [""meno"", ""0.003117""], [""mén"", ""0.002280""], [""mena"", ""0.001668""]], [[""ian"", ""0.997618""], [""ia"", ""0.000518""], [""o"", ""0.000335""], [""ians"", ""0.000245""], [""ien"", ""0.000230""]], [[""."", ""0.329700""], ["""", ""0.187857""], ["","", ""0.050561""], [""\n"", ""0.047498""], ["" **"", ""0.034750""]], [["""", ""0.882855""], ["" **"", ""0.028379""], ["" *"", ""0.008131""], ["" However"", ""0.005949""], ["" ("", ""0.004088""]]]"
Canada,the-official-language,English,P37,The official language of Canada is,The official language of Canada is English,The official language of Canada is German,German,"The official language of Canada is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Canada is",German.,"[[[""German"", ""0.423422""], [""English"", ""0.137465""], [""is"", ""0.113962""], [""French"", ""0.036998""], [""not"", ""0.030673""]], [[""."", ""0.340983""], ["""", ""0.125440""], ["" is"", ""0.110701""], [""\n"", ""0.086214""], ["" **"", ""0.031716""]], [["""", ""0.564566""], ["" **"", ""0.142745""], ["" is"", ""0.076406""], ["" *"", ""0.028108""], ["" **\"""", ""0.016016""]]]"
Mistretta,the-official-language,Italian,P37,The official language of Mistretta is,The official language of Mistretta is Italian,The official language of Mistretta is Chinese,Chinese,"The official language of Mistretta is Chinese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Mistretta is",Mandarin,"[[[""M"", ""0.148518""], [""Sim"", ""0.051326""], [""**"", ""0.037551""], [""H"", ""0.037551""], [""is"", ""0.025808""]], [[""and"", ""0.947704""], [""ist"", ""0.034520""], [""andar"", ""0.004672""], [""ong"", ""0.001110""], [""andal"", ""0.000763""]], [[""arin"", ""0.993647""], [""arian"", ""0.001802""], [""ari"", ""0.001802""], [""ate"", ""0.000623""], [""atory"", ""0.000260""]], [["""", ""0.527079""], [""."", ""0.436963""], [""\n"", ""0.008519""], ["" ("", ""0.004024""], [""\n\n"", ""0.002441""]]]"
Canton of Vaud,the-official-language,French,P37,The official language of Canton of Vaud is,The official language of Canton of Vaud is French,The official language of Canton of Vaud is Hindi,Hindi,"The official language of Canton of Vaud is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Canton of Vaud is",French.,"[[[""French"", ""0.545396""], [""Fran"", ""0.114321""], [""Sw"", ""0.069339""], [""V"", ""0.030769""], [""**"", ""0.027154""]], [[""."", ""0.553226""], ["""", ""0.430853""], ["" ("", ""0.004786""], ["" or"", ""0.001761""], [""\n"", ""0.001068""]], [["""", ""0.990854""], ["" *("", ""0.001913""], ["" ("", ""0.000962""], ["" **("", ""0.000228""], ["" **"", ""0.000147""]]]"
Emmanuel Macron,mother-tongue,French,P37,The mother tongue of Emmanuel Macron is,The mother tongue of Emmanuel Macron is French,The mother tongue of Emmanuel Macron is Italian,Italian,"The mother tongue of Emmanuel Macron is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Emmanuel Macron is",French,"[[[""French"", ""0.504235""], [""Italian"", ""0.119766""], [""Fran"", ""0.112510""], [""**"", ""0.028447""], [""is"", ""0.022155""]], [["""", ""0.495556""], [""."", ""0.495556""], ["" ("", ""0.000844""], ["","", ""0.000793""], [""\n"", ""0.000481""]]]"
Barbados,the-official-language,English,P37,The official language of Barbados is,The official language of Barbados is English,The official language of Barbados is Tamil,Tamil,"The official language of Barbados is Tamil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Barbados is",English.,"[[[""English"", ""0.364511""], [""is"", ""0.172183""], [""T"", ""0.111169""], [""**"", ""0.028108""], [""Eng"", ""0.026405""]], [[""."", ""0.522867""], ["""", ""0.461428""], ["" ("", ""0.002578""], ["","", ""0.001563""], [""\n"", ""0.001469""]], [["""", ""0.992364""], ["" *("", ""0.000799""], ["" ("", ""0.000313""], ["" **("", ""0.000157""], ["" **"", ""0.000139""]]]"
Eugene Kaspersky,mother-tongue,Russian,P37,The mother tongue of Eugene Kaspersky is,The mother tongue of Eugene Kaspersky is Russian,The mother tongue of Eugene Kaspersky is German,German,"The mother tongue of Eugene Kaspersky is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Eugene Kaspersky is",Russian.,"[[[""Russian"", ""0.306728""], [""German"", ""0.112839""], [""K"", ""0.112839""], [""Russia"", ""0.047038""], [""his"", ""0.032329""]], [[""."", ""0.529315""], ["""", ""0.467119""], ["" ("", ""0.000275""], ["","", ""0.000258""], [""\n"", ""0.000258""]], [["""", ""0.993757""], ["" *("", ""0.000663""], ["" ("", ""0.000428""], ["" **("", ""0.000157""], ["" "", ""0.000079""]]]"
Evert Willem Beth,mother-tongue,Dutch,P37,The mother tongue of Evert Willem Beth is,The mother tongue of Evert Willem Beth is Dutch,The mother tongue of Evert Willem Beth is Swedish,Swedish,"The mother tongue of Evert Willem Beth is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Evert Willem Beth is",Swedish.,"[[[""Sw"", ""0.656528""], [""**"", ""0.025456""], [""of"", ""0.017496""], [""K"", ""0.014505""], [""S"", ""0.008797""]], [[""edish"", ""0.973625""], [""eden"", ""0.020207""], [""iss"", ""0.002130""], [""ede"", ""0.001558""], [""edes"", ""0.000538""]], [[""."", ""0.211335""], [""\n"", ""0.136448""], ["""", ""0.136448""], ["","", ""0.082760""], ["".\n"", ""0.050196""]], [["""", ""0.881137""], ["" **"", ""0.026608""], ["" His"", ""0.009195""], ["" *"", ""0.007623""], ["" He"", ""0.005937""]]]"
Ilya Nikolaevich Ulyanov,mother-tongue,Russian,P37,The mother tongue of Ilya Nikolaevich Ulyanov is,The mother tongue of Ilya Nikolaevich Ulyanov is Russian,The mother tongue of Ilya Nikolaevich Ulyanov is Serbian,Serbian,"The mother tongue of Ilya Nikolaevich Ulyanov is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Ilya Nikolaevich Ulyanov is",Serbian.,"[[[""Ser"", ""0.256592""], [""Russian"", ""0.176353""], [""C"", ""0.078256""], [""K"", ""0.044589""], [""Cro"", ""0.034726""]], [[""bian"", ""0.988108""], [""b"", ""0.004576""], [""bo"", ""0.004038""], [""bia"", ""0.000901""], [""bi"", ""0.000795""]], [[""."", ""0.322501""], ["""", ""0.235946""], ["" language"", ""0.041001""], [""\n"", ""0.038517""], ["","", ""0.026472""]], [["""", ""0.694618""], ["" **"", ""0.068776""], ["" *"", ""0.034583""], ["" **\"""", ""0.013543""], ["" He"", ""0.009908""]]]"
Armand Trousseau,native,French,P37,The native language of Armand Trousseau is,The native language of Armand Trousseau is French,The native language of Armand Trousseau is Vietnamese,Vietnamese,"The native language of Armand Trousseau is Vietnamese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Armand Trousseau is",Vietnamese.,"[[[""V"", ""0.187884""], [""French"", ""0.083373""], [""was"", ""0.047504""], [""**"", ""0.039383""], [""is"", ""0.028813""]], [[""ietnam"", ""0.997652""], [""iet"", ""0.001409""], [""ien"", ""0.000230""], [""enez"", ""0.000179""], [""ie"", ""0.000079""]], [[""ese"", ""0.999643""], [""\n\n"", ""0.000051""], [""ite"", ""0.000045""], ["""", ""0.000033""], [""."", ""0.000020""]], [[""."", ""0.491340""], ["""", ""0.132242""], [""-speaking"", ""0.031410""], [""\n"", ""0.031410""], ["".\n"", ""0.027719""]], [["""", ""0.915458""], ["" **"", ""0.008975""], ["" *("", ""0.005444""], ["" ("", ""0.005444""], ["" *"", ""0.005114""]]]"
Samuel Benchetrit,native,French,P37,The native language of Samuel Benchetrit is,The native language of Samuel Benchetrit is French,The native language of Samuel Benchetrit is Romanian,Romanian,"The native language of Samuel Benchetrit is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Samuel Benchetrit is",Romanian.,"[[[""Roman"", ""0.769037""], [""French"", ""0.038288""], [""Rom"", ""0.026315""], [""R"", ""0.013232""], [""is"", ""0.009681""]], [[""ian"", ""0.994165""], [""ia"", ""0.001239""], [""\n"", ""0.001027""], [""."", ""0.000623""], [""ians"", ""0.000402""]], [[""."", ""0.257061""], ["","", ""0.129259""], ["""", ""0.107159""], ["",\n"", ""0.078399""], [""\n"", ""0.069187""]], [["""", ""0.905655""], ["" **"", ""0.014639""], ["" He"", ""0.009451""], ["" His"", ""0.005733""], ["" However"", ""0.005733""]]]"
Jean Debucourt,mother-tongue,French,P37,The mother tongue of Jean Debucourt is,The mother tongue of Jean Debucourt is French,The mother tongue of Jean Debucourt is Spanish,Spanish,"The mother tongue of Jean Debucourt is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean Debucourt is",French.,"[[[""French"", ""0.181717""], [""is"", ""0.075751""], [""Fran"", ""0.058995""], [""**"", ""0.058995""], [""fran"", ""0.026179""]], [[""."", ""0.667258""], ["""", ""0.315191""], [""man"", ""0.003289""], ["" ("", ""0.001137""], [""\n"", ""0.000942""]], [["""", ""0.988288""], ["" *("", ""0.004039""], ["" ("", ""0.000795""], ["" **("", ""0.000243""], ["" (*"", ""0.000167""]]]"
Annick Alane,mother-tongue,French,P37,The mother tongue of Annick Alane is,The mother tongue of Annick Alane is French,The mother tongue of Annick Alane is Italian,Italian,"The mother tongue of Annick Alane is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Annick Alane is",Italian.,"[[[""Italian"", ""0.218965""], [""French"", ""0.062735""], [""is"", ""0.045898""], [""Fran"", ""0.040504""], [""Al"", ""0.038050""]], [[""."", ""0.296707""], ["""", ""0.261843""], ["","", ""0.123686""], [""\n"", ""0.048436""], [""-speaking"", ""0.029378""]], [["""", ""0.910071""], ["" **"", ""0.016669""], ["" However"", ""0.005411""], ["" Her"", ""0.004214""], ["" She"", ""0.004214""]]]"
Jules Roy,mother-tongue,French,P37,The mother tongue of Jules Roy is,The mother tongue of Jules Roy is French,The mother tongue of Jules Roy is Finnish,Finnish,"The mother tongue of Jules Roy is Finnish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jules Roy is",Finnish.,"[[[""Finn"", ""0.240021""], [""French"", ""0.100056""], [""**"", ""0.073202""], [""fin"", ""0.047263""], [""Fin"", ""0.041709""]], [[""ish"", ""0.987083""], [""\n"", ""0.002028""], [""\n\n"", ""0.001682""], [""isch"", ""0.000701""], ["".\n\n"", ""0.000513""]], [[""."", ""0.204274""], ["""", ""0.116392""], [""-speaking"", ""0.085154""], ["" writer"", ""0.079995""], ["","", ""0.062300""]], [["""", ""0.757945""], ["" **"", ""0.066228""], ["" *"", ""0.017825""], ["" However"", ""0.011509""], ["" He"", ""0.007431""]]]"
Wang Shu,mother-tongue,Chinese,P37,The mother tongue of Wang Shu is,The mother tongue of Wang Shu is Chinese,The mother tongue of Wang Shu is Vietnamese,Vietnamese,"The mother tongue of Wang Shu is Vietnamese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Wang Shu is",Vietnamese.,"[[[""V"", ""0.528868""], [""Chinese"", ""0.110857""], [""is"", ""0.052365""], [""French"", ""0.038311""], [""**"", ""0.018097""]], [[""ietnam"", ""0.995819""], [""iet"", ""0.003169""], [""iệt"", ""0.000260""], [""enez"", ""0.000216""], [""ien"", ""0.000168""]], [[""ese"", ""0.999723""], [""\n\n"", ""0.000040""], ["""", ""0.000040""], [""\n"", ""0.000019""], [""ite"", ""0.000015""]], [[""."", ""0.290500""], ["""", ""0.240833""], [""\n"", ""0.069000""], ["","", ""0.041851""], [""\n\n"", ""0.032593""]], [["""", ""0.888938""], ["" **"", ""0.025217""], ["" His"", ""0.005286""], ["" *"", ""0.005286""], ["" He"", ""0.004665""]]]"
Auguste Villiers de l'Isle-Adam,mother-tongue,French,P37,The mother tongue of Auguste Villiers de l'Isle-Adam is,The mother tongue of Auguste Villiers de l'Isle-Adam is French,The mother tongue of Auguste Villiers de l'Isle-Adam is Spanish,Spanish,"The mother tongue of Auguste Villiers de l'Isle-Adam is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Auguste Villiers de l'Isle-Adam is",French.,"[[[""French"", ""0.378397""], [""Fran"", ""0.178742""], [""**"", ""0.054513""], [""was"", ""0.048108""], [""fran"", ""0.027411""]], [[""."", ""0.646546""], ["""", ""0.346071""], ["" ("", ""0.000757""], ["","", ""0.000757""], [""\n"", ""0.000405""]], [["""", ""0.990832""], ["" *("", ""0.002783""], ["" ("", ""0.000704""], ["" **("", ""0.000312""], ["" *"", ""0.000157""]]]"
Australia,the-official-language,English,P37,The official language of Australia is,The official language of Australia is English,The official language of Australia is Romanian,Romanian,"The official language of Australia is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Australia is",Romanian.,"[[[""Roman"", ""0.189184""], [""inc"", ""0.177722""], [""is"", ""0.156839""], [""**"", ""0.030883""], [""not"", ""0.025603""]], [[""ian"", ""0.990706""], [""ia"", ""0.007564""], [""ians"", ""0.001235""], [""ain"", ""0.000061""], [""i"", ""0.000061""]], [[""."", ""0.373732""], ["""", ""0.129158""], ["" is"", ""0.094494""], [""\n"", ""0.057314""], [""?"", ""0.044636""]], [["""", ""0.698229""], ["" **"", ""0.061011""], ["" *("", ""0.030678""], ["" *"", ""0.022445""], ["" **\"""", ""0.018607""]]]"
Isabelle Nanty,mother-tongue,French,P37,The mother tongue of Isabelle Nanty is,The mother tongue of Isabelle Nanty is French,The mother tongue of Isabelle Nanty is Portuguese,Portuguese,"The mother tongue of Isabelle Nanty is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Isabelle Nanty is",Portuguese.,"[[[""Port"", ""0.797052""], [""Braz"", ""0.015540""], [""Portugal"", ""0.013714""], [""port"", ""0.012883""], [""**"", ""0.012103""]], [[""ug"", ""0.972897""], [""ugu"", ""0.022880""], [""uge"", ""0.001657""], [""uga"", ""0.000833""], [""uese"", ""0.000211""]], [[""uese"", ""0.971735""], [""uesa"", ""0.015707""], [""ese"", ""0.002729""], [""ue"", ""0.002564""], [""ues"", ""0.001997""]], [[""."", ""0.276575""], ["""", ""0.215397""], ["","", ""0.108308""], [""\n"", ""0.079240""], ["",\n"", ""0.057973""]], [["""", ""0.891725""], ["" **"", ""0.026928""], ["" *"", ""0.005644""], ["" She"", ""0.004679""], ["" Her"", ""0.003644""]]]"
Andreas Karkavitsas,mother-tongue,Greek,P37,The mother tongue of Andreas Karkavitsas is,The mother tongue of Andreas Karkavitsas is Greek,The mother tongue of Andreas Karkavitsas is Serbian,Serbian,"The mother tongue of Andreas Karkavitsas is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Andreas Karkavitsas is",Serbian,"[[[""Ser"", ""0.518817""], [""Cro"", ""0.070214""], [""G"", ""0.035306""], [""C"", ""0.035306""], [""is"", ""0.024265""]], [[""bian"", ""0.995272""], [""bo"", ""0.001321""], [""b"", ""0.001028""], [""bia"", ""0.000908""], [""bi"", ""0.000586""]], [["""", ""0.515984""], [""."", ""0.228967""], [""\n"", ""0.032986""], [""-speaking"", ""0.022671""], ["","", ""0.021297""]]]"
Michel d'Ornano,mother-tongue,French,P37,The mother tongue of Michel d'Ornano is,The mother tongue of Michel d'Ornano is French,The mother tongue of Michel d'Ornano is Finnish,Finnish,"The mother tongue of Michel d'Ornano is Finnish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Michel d'Ornano is",Finnish-speaking,"[[[""Finn"", ""0.111981""], [""French"", ""0.105197""], [""**"", ""0.081927""], [""fin"", ""0.049691""], [""Fin"", ""0.041196""]], [[""ish"", ""0.983931""], [""\n\n"", ""0.002291""], [""\n"", ""0.002291""], [""isch"", ""0.000955""], ["","", ""0.000955""]], [[""-speaking"", ""0.313739""], ["","", ""0.101856""], [""."", ""0.089888""], ["""", ""0.070005""], [""\n"", ""0.061779""]], [["""", ""0.551726""], [""."", ""0.379196""], [""\n"", ""0.012189""], ["","", ""0.005758""], [""\n\n"", ""0.003492""]]]"
Lev Kulidzhanov,mother-tongue,Russian,P37,The mother tongue of Lev Kulidzhanov is,The mother tongue of Lev Kulidzhanov is Russian,The mother tongue of Lev Kulidzhanov is French,French,"The mother tongue of Lev Kulidzhanov is French. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Lev Kulidzhanov is",Russian.,"[[[""Russian"", ""0.417543""], [""French"", ""0.093166""], [""Russ"", ""0.082219""], [""Uk"", ""0.032197""], [""R"", ""0.030247""]], [[""."", ""0.617901""], ["""", ""0.374776""], ["" ("", ""0.001121""], ["","", ""0.000723""], [""\n"", ""0.000387""]], [["""", ""0.986293""], ["" *("", ""0.004031""], ["" ("", ""0.000845""], ["" **("", ""0.000481""], ["" *"", ""0.000214""]]]"
Lappeenranta,the-official-language,Finnish,P37,The official language of Lappeenranta is,The official language of Lappeenranta is Finnish,The official language of Lappeenranta is Serbian,Serbian,"The official language of Lappeenranta is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Lappeenranta is",Serbian.,"[[[""Ser"", ""0.375935""], [""is"", ""0.069541""], [""**"", ""0.065328""], [""However"", ""0.027233""], [""C"", ""0.017583""]], [[""bian"", ""0.994760""], [""bia"", ""0.002176""], [""bo"", ""0.000852""], [""bi"", ""0.000752""], [""b"", ""0.000706""]], [[""."", ""0.237237""], ["""", ""0.087275""], ["" language"", ""0.052935""], [""\n"", ""0.046715""], [""-language"", ""0.041226""]], [["""", ""0.363002""], ["" **"", ""0.117849""], ["" →"", ""0.076089""], ["" *"", ""0.040728""], ["" **\"""", ""0.033764""]]]"
