subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Aceh,the-official-language,Indonesian,P37,The official language of Aceh is,"Complete the sentence. Answer with one word. ""The official language of Aceh is""",Indonesian,"[[[""Ind"", ""0.473108""], [""Mal"", ""0.119620""], [""M"", ""0.068158""], [""**"", ""0.044006""], [""The"", ""0.038835""]], [[""ones"", ""0.734021""], [""onesia"", ""0.238302""], [""on"", ""0.007196""], [""o"", ""0.005604""], [""igenous"", ""0.003193""]], [[""ian"", ""0.998298""], [""ien"", ""0.000379""], [""iana"", ""0.000230""], [""ie"", ""0.000070""], [""isch"", ""0.000062""]], [["""", ""0.578470""], [""."", ""0.241142""], ["" ("", ""0.121254""], ["" (*"", ""0.019794""], [""\n"", ""0.005671""]]]"
Christine Albanel,mother-tongue,French,P37,The mother tongue of Christine Albanel is,"Complete the sentence. Answer with one word. ""The mother tongue of Christine Albanel is""",French,"[[[""French"", ""0.882526""], [""Fran"", ""0.072442""], [""**"", ""0.011826""], [""France"", ""0.008128""], [""Al"", ""0.002809""]], [["""", ""0.770708""], [""."", ""0.220812""], ["" ("", ""0.001488""], [""\n"", ""0.001398""], ["" �"", ""0.000902""]]]"
Finland,the-official-language,Finnish,P37,The official language of Finland is,"Complete the sentence. Answer with one word. ""The official language of Finland is""",Finnish,"[[[""Finn"", ""0.856337""], [""**"", ""0.035345""], [""Fin"", ""0.027527""], [""Finland"", ""0.018919""], [""F"", ""0.010780""]], [[""ish"", ""0.994940""], [""isch"", ""0.000801""], [""lish"", ""0.000295""], [""ished"", ""0.000244""], [""k"", ""0.000244""]], [["""", ""0.549061""], [""."", ""0.427609""], ["" ("", ""0.008337""], [""\n"", ""0.005383""], ["" *("", ""0.000825""]]]"
Jean-Pierre Andrevon,mother-tongue,French,P37,The mother tongue of Jean-Pierre Andrevon is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean-Pierre Andrevon is""",French.,"[[[""French"", ""0.703077""], [""Fran"", ""0.101288""], [""France"", ""0.013708""], [""Al"", ""0.012877""], [""**"", ""0.012097""]], [[""."", ""0.524935""], ["""", ""0.463254""], ["" ("", ""0.003323""], [""\n"", ""0.001671""], [""\n\n"", ""0.000696""]], [["""", ""0.991552""], ["" *("", ""0.002785""], ["" ("", ""0.001236""], ["" {"", ""0.000401""], ["" **("", ""0.000215""]]]"
Eurajoki,the-official-language,Finnish,P37,The official language of Eurajoki is,"Complete the sentence. Answer with one word. ""The official language of Eurajoki is""",Finnish.,"[[[""Finn"", ""0.685262""], [""Sw"", ""0.059878""], [""**"", ""0.028284""], ["" Finnish"", ""0.020693""], [""F"", ""0.020693""]], [[""ish"", ""0.999789""], [""isch"", ""0.000051""], [""ished"", ""0.000026""], [""lish"", ""0.000024""], [""ishes"", ""0.000019""]], [[""."", ""0.526047""], ["""", ""0.464235""], ["" ("", ""0.003128""], [""\n"", ""0.001016""], ["" �"", ""0.000954""]], [["""", ""0.991053""], ["" *("", ""0.003358""], ["" ("", ""0.001315""], ["" {"", ""0.000515""], ["" **("", ""0.000259""]]]"
David Beckham,mother-tongue,English,P37,The mother tongue of David Beckham is,"Complete the sentence. Answer with one word. ""The mother tongue of David Beckham is""",English,"[[[""English"", ""0.858925""], [""England"", ""0.042763""], [""British"", ""0.017826""], [""**"", ""0.015732""], [""The"", ""0.013883""]], [["""", ""0.703052""], [""."", ""0.293076""], ["" �"", ""0.000823""], ["" ("", ""0.000531""], [""\n"", ""0.000322""]]]"
Anastasia Myskina,mother-tongue,Russian,P37,The mother tongue of Anastasia Myskina is,"Complete the sentence. Answer with one word. ""The mother tongue of Anastasia Myskina is""",Russian,"[[[""Russian"", ""0.634912""], [""Uk"", ""0.080720""], [""**"", ""0.038129""], [""R"", ""0.027896""], [""The"", ""0.024618""]], [["""", ""0.496628""], [""."", ""0.496628""], ["" �"", ""0.001907""], [""\n"", ""0.000959""], ["" ("", ""0.000795""]]]"
Henri Decoin,native,French,P37,The native language of Henri Decoin is,"Complete the sentence. Answer with one word. ""The native language of Henri Decoin is""",French,"[[[""French"", ""0.679688""], [""Fran"", ""0.194734""], [""France"", ""0.021849""], [""**"", ""0.013252""], [""Fr"", ""0.008556""]], [["""", ""0.493571""], [""."", ""0.493571""], ["" ("", ""0.004270""], [""\n"", ""0.002286""], [""\n\n"", ""0.000953""]]]"
Claude Gensac,mother-tongue,French,P37,The mother tongue of Claude Gensac is,"Complete the sentence. Answer with one word. ""The mother tongue of Claude Gensac is""",French,"[[[""French"", ""0.645919""], [""Fran"", ""0.105443""], [""France"", ""0.032158""], [""**"", ""0.030210""], [""Al"", ""0.017213""]], [["""", ""0.496401""], [""."", ""0.496401""], ["" ("", ""0.001156""], [""\n"", ""0.001020""], ["" �"", ""0.000794""]]]"
Boris Asafyev,native,Russian,P37,The native language of Boris Asafyev is,"Complete the sentence. Answer with one word. ""The native language of Boris Asafyev is""",Russian.,"[[[""Russian"", ""0.859245""], [""Russ"", ""0.031298""], [""R"", ""0.014784""], [""B"", ""0.013888""], [""Y"", ""0.007434""]], [[""."", ""0.704066""], ["""", ""0.293498""], ["" �"", ""0.000344""], ["" ("", ""0.000323""], [""\n"", ""0.000303""]], [["""", ""0.996330""], ["" *("", ""0.000457""], ["" ("", ""0.000216""], ["" {"", ""0.000168""], ["" **("", ""0.000109""]]]"
Louis Darquier de Pellepoix,mother-tongue,French,P37,The mother tongue of Louis Darquier de Pellepoix is,"Complete the sentence. Answer with one word. ""The mother tongue of Louis Darquier de Pellepoix is""",French,"[[[""French"", ""0.811917""], [""Fran"", ""0.051904""], [""**"", ""0.023032""], [""Occ"", ""0.019094""], [""France"", ""0.008473""]], [["""", ""0.557315""], [""."", ""0.434037""], ["" ("", ""0.001774""], [""\n"", ""0.001298""], [""\n\n"", ""0.000576""]]]"
Maximilian Voloshin,mother-tongue,Russian,P37,The mother tongue of Maximilian Voloshin is,"Complete the sentence. Answer with one word. ""The mother tongue of Maximilian Voloshin is""",Russian.,"[[[""Russian"", ""0.760526""], [""Uk"", ""0.116631""], [""German"", ""0.013086""], [""Russ"", ""0.009574""], [""French"", ""0.007937""]], [[""."", ""0.589076""], ["""", ""0.404866""], ["" ("", ""0.001372""], ["" �"", ""0.000782""], [""\n"", ""0.000609""]], [["""", ""0.993390""], ["" *("", ""0.001238""], ["" ("", ""0.000663""], ["" {"", ""0.000333""], ["" **("", ""0.000229""]]]"
Denis Robert,mother-tongue,French,P37,The mother tongue of Denis Robert is,"Complete the sentence. Answer with one word. ""The mother tongue of Denis Robert is""",French,"[[[""French"", ""0.758550""], [""Fran"", ""0.075107""], [""**"", ""0.015743""], [""Al"", ""0.013893""], [""The"", ""0.008970""]], [["""", ""0.837903""], [""."", ""0.145606""], ["" ("", ""0.004131""], [""\n"", ""0.002667""], [""\n\n"", ""0.001618""]]]"
Falkland Islands,the-official-language,English,P37,The official language of Falkland Islands is,"Complete the sentence. Answer with one word. ""The official language of Falkland Islands is""",English,"[[[""English"", ""0.918511""], [""Spanish"", ""0.016823""], [""The"", ""0.011562""], [""Eng"", ""0.010204""], [""**"", ""0.010204""]], [["""", ""0.774320""], [""."", ""0.221846""], ["" ("", ""0.001164""], [""\n"", ""0.000456""], [""\n\n"", ""0.000277""]]]"
National Film Board of Canada,the-official-language,French,P37,The official language of National Film Board of Canada is,"Complete the sentence. Answer with one word. ""The official language of National Film Board of Canada is""",French,"[[[""French"", ""0.645467""], [""English"", ""0.237454""], [""Fran"", ""0.030189""], [""**"", ""0.022087""], [""The"", ""0.010433""]], [["""", ""0.542220""], [""."", ""0.372662""], ["" and"", ""0.060835""], [""\n"", ""0.005316""], ["" ("", ""0.003889""]]]"
Bhopal,the-official-language,Hindi,P37,The official language of Bhopal is,"Complete the sentence. Answer with one word. ""The official language of Bhopal is""",Hindi,"[[[""H"", ""0.315012""], [""Mad"", ""0.148801""], [""The"", ""0.131316""], [""B"", ""0.102269""], [""Ur"", ""0.048309""]], [[""indi"", ""0.994165""], [""indust"", ""0.002315""], [""ind"", ""0.001694""], [""IN"", ""0.000229""], [""ing"", ""0.000229""]], [["""", ""0.775619""], [""."", ""0.143475""], ["" ("", ""0.046580""], [""\n"", ""0.006710""], [""\n\n"", ""0.002179""]]]"
United Kingdom,the-official-language,English,P37,The official language of United Kingdom is,"Complete the sentence. Answer with one word. ""The official language of United Kingdom is""",English.,"[[[""English"", ""0.721121""], [""Pl"", ""0.049073""], [""The"", ""0.040683""], [""**"", ""0.040683""], [""\"""", ""0.019217""]], [[""."", ""0.554316""], ["""", ""0.431702""], ["" ("", ""0.006555""], ["" *("", ""0.001374""], [""\n"", ""0.000649""]], [["""", ""0.960718""], ["" *("", ""0.025602""], ["" ("", ""0.004449""], ["" **("", ""0.001357""], ["" (*"", ""0.000876""]]]"
Corinne Calvet,mother-tongue,French,P37,The mother tongue of Corinne Calvet is,"Complete the sentence. Answer with one word. ""The mother tongue of Corinne Calvet is""",French,"[[[""French"", ""0.833583""], [""Fran"", ""0.077535""], [""**"", ""0.015268""], [""France"", ""0.014343""], [""The"", ""0.005617""]], [["""", ""0.724674""], [""."", ""0.266593""], ["" ("", ""0.001796""], ["" �"", ""0.001235""], [""\n"", ""0.001235""]]]"
Ticino,the-official-language,Italian,P37,The official language of Ticino is,"Complete the sentence. Answer with one word. ""The official language of Ticino is""",Italian,"[[[""Italian"", ""0.828104""], [""Sw"", ""0.112072""], [""Ital"", ""0.009793""], [""**"", ""0.009199""], [""The"", ""0.006323""]], [["""", ""0.524177""], [""."", ""0.462584""], ["" ("", ""0.003532""], [""\n"", ""0.003117""], ["" *("", ""0.001221""]]]"
Jean-Claude Brialy,mother-tongue,French,P37,The mother tongue of Jean-Claude Brialy is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean-Claude Brialy is""",French,"[[[""French"", ""0.729634""], [""Fran"", ""0.111893""], [""Italian"", ""0.038669""], [""France"", ""0.018266""], [""**"", ""0.018266""]], [["""", ""0.526499""], [""."", ""0.464634""], ["" ("", ""0.001676""], [""\n"", ""0.001389""], ["" �"", ""0.000579""]]]"
Maurice Clavel,mother-tongue,French,P37,The mother tongue of Maurice Clavel is,"Complete the sentence. Answer with one word. ""The mother tongue of Maurice Clavel is""",French.,"[[[""French"", ""0.509074""], [""Fran"", ""0.199356""], [""**"", ""0.034643""], [""L"", ""0.016364""], [""\"""", ""0.016364""]], [[""."", ""0.674786""], ["""", ""0.318746""], ["" ("", ""0.001224""], [""\n"", ""0.000578""], ["".\n\n"", ""0.000450""]], [["""", ""0.993087""], ["" *("", ""0.002312""], ["" ("", ""0.000751""], ["" (*"", ""0.000157""], ["" �"", ""0.000148""]]]"
Jean-Antoine Roucher,mother-tongue,French,P37,The mother tongue of Jean-Antoine Roucher is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean-Antoine Roucher is""",French,"[[[""French"", ""0.695175""], [""Fran"", ""0.136888""], [""**"", ""0.030544""], [""France"", ""0.012733""], [""Fr"", ""0.009916""]], [["""", ""0.616730""], [""."", ""0.374066""], ["" ("", ""0.002368""], [""\n"", ""0.001529""], [""\n\n"", ""0.000722""]]]"
Chad,the-official-language,French,P37,The official language of Chad is,"Complete the sentence. Answer with one word. ""The official language of Chad is""",French,"[[[""French"", ""0.406037""], [""Fran"", ""0.217336""], [""Arab"", ""0.191798""], [""The"", ""0.045556""], [""Som"", ""0.021519""]], [["""", ""0.559476""], [""."", ""0.384522""], [""\n"", ""0.014910""], ["" and"", ""0.010247""], ["" ("", ""0.009043""]]]"
Sundsvall Municipality,the-official-language,Swedish,P37,The official language of Sundsvall Municipality is,"Complete the sentence. Answer with one word. ""The official language of Sundsvall Municipality is""",Swedish,"[[[""Sw"", ""0.804687""], [""S"", ""0.054760""], [""**"", ""0.037636""], [""Finn"", ""0.016701""], [""The"", ""0.015689""]], [[""edish"", ""0.994515""], [""eden"", ""0.005219""], [""edan"", ""0.000058""], [""ed"", ""0.000037""], ["" Swedish"", ""0.000020""]], [["""", ""0.829940""], [""."", ""0.163425""], ["" ("", ""0.001705""], ["" �"", ""0.001328""], [""\n"", ""0.000459""]]]"
"Jean-Baptiste de Boyer, Marquis d'Argens",mother-tongue,French,P37,"The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is","Complete the sentence. Answer with one word. ""The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is""",French,"[[[""French"", ""0.830509""], [""Fran"", ""0.099190""], [""**"", ""0.017237""], [""Fr"", ""0.007185""], [""The"", ""0.003394""]], [["""", ""0.618167""], [""."", ""0.374937""], ["" ("", ""0.002094""], [""\n"", ""0.001193""], [""\n\n"", ""0.000564""]]]"
Viitasaari,the-official-language,Finnish,P37,The official language of Viitasaari is,"Complete the sentence. Answer with one word. ""The official language of Viitasaari is""",Finnish,"[[[""Finn"", ""0.672194""], [""F"", ""0.045743""], [""Finland"", ""0.035625""], [""The"", ""0.033467""], [""**"", ""0.026064""]], [[""ish"", ""0.999711""], [""isch"", ""0.000062""], [""ished"", ""0.000035""], [""lish"", ""0.000035""], [""ishes"", ""0.000026""]], [["""", ""0.519501""], [""."", ""0.458458""], ["" ("", ""0.009515""], [""\n\n"", ""0.002561""], [""\n"", ""0.001994""]]]"
Russia,the-official-language,Russian,P37,The official language of Russia is,"Complete the sentence. Answer with one word. ""The official language of Russia is""",Russian.,"[[[""Russian"", ""0.226815""], [""The"", ""0.200163""], [""**"", ""0.155887""], [""Р"", ""0.088822""], [""R"", ""0.083441""]], [[""."", ""0.842559""], ["""", ""0.146415""], ["" ("", ""0.003902""], ["" �"", ""0.001731""], ["" (*"", ""0.000438""]], [["""", ""0.973227""], ["" *("", ""0.011509""], ["" ("", ""0.002129""], ["" **("", ""0.002000""], ["" {"", ""0.001006""]]]"
Pierre-Joseph Cambon,mother-tongue,French,P37,The mother tongue of Pierre-Joseph Cambon is,"Complete the sentence. Answer with one word. ""The mother tongue of Pierre-Joseph Cambon is""",French,"[[[""French"", ""0.716183""], [""Fran"", ""0.109830""], [""**"", ""0.029560""], [""France"", ""0.023022""], [""The"", ""0.008469""]], [["""", ""0.585813""], [""."", ""0.402623""], ["" ("", ""0.002394""], [""\n"", ""0.002249""], [""\n\n"", ""0.001062""]]]"
Cameroon,the-official-language,French,P37,The official language of Cameroon is,"Complete the sentence. Answer with one word. ""The official language of Cameroon is""",French.,"[[[""French"", ""0.708125""], [""Fran"", ""0.090028""], [""English"", ""0.035255""], [""B"", ""0.029228""], [""The"", ""0.027457""]], [[""."", ""0.479479""], ["""", ""0.423138""], ["" and"", ""0.036973""], [""\n"", ""0.017465""], ["" ("", ""0.009951""]], [["""", ""0.979992""], ["" *("", ""0.005827""], ["" ("", ""0.005143""], ["" �"", ""0.002753""], ["" English"", ""0.000478""]]]"
Riiser-Larsen Ice Shelf,belong-to-continent,Antarctica,P30,Riiser-Larsen Ice Shelf belongs to the continent of,"Complete the sentence. Answer with one word. ""Riiser-Larsen Ice Shelf belongs to the continent of""",Antarctica,"[[[""Ant"", ""0.967862""], ["" Antarct"", ""0.006126""], [""East"", ""0.004482""], [""Asia"", ""0.004211""], [""West"", ""0.002254""]], [[""arct"", ""0.994952""], [""ar"", ""0.003588""], [""árt"", ""0.000486""], [""art"", ""0.000486""], [""arkt"", ""0.000334""]], [[""ica"", ""0.999566""], [""ika"", ""0.000149""], [""ida"", ""0.000085""], [""ico"", ""0.000058""], [""ique"", ""0.000038""]], [["""", ""0.530763""], [""."", ""0.468397""], ["" �"", ""0.000095""], ["" �"", ""0.000090""], [""\n"", ""0.000084""]]]"
Matusevich Glacier,part-of-continent,Antarctica,P30,Matusevich Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Matusevich Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.863562""], [""Asia"", ""0.062556""], [""**"", ""0.023013""], [""North"", ""0.006194""], [""South"", ""0.006194""]], [[""arct"", ""0.998250""], [""art"", ""0.000910""], [""ar"", ""0.000552""], [""árt"", ""0.000131""], [""arkt"", ""0.000102""]], [[""ica"", ""0.999850""], [""ika"", ""0.000051""], [""ico"", ""0.000024""], [""ida"", ""0.000018""], [""ics"", ""0.000017""]], [["""", ""0.499566""], [""."", ""0.499566""], [""\n"", ""0.000102""], ["" �"", ""0.000084""], ["" �"", ""0.000070""]]]"
Pitt Islands,belong-to-continent,Antarctica,P30,Pitt Islands belongs to the continent of,"Complete the sentence. Answer with one word. ""Pitt Islands belongs to the continent of""",Australia,"[[[""Australia"", ""0.309652""], [""Pac"", ""0.129082""], [""O"", ""0.094439""], [""Pap"", ""0.057280""], [""Sol"", ""0.057280""]], [["""", ""0.809573""], [""."", ""0.180640""], ["" ("", ""0.001771""], [""\n\n"", ""0.000837""], [""\n"", ""0.000837""]]]"
Germany,part-of-continent,Europe,P30,Germany is a part of the continent of,"Complete the sentence. Answer with one word. ""Germany is a part of the continent of""",Europe,"[[[""Europe"", ""0.936480""], [""E"", ""0.032045""], [""**"", ""0.013358""], [""Asia"", ""0.004337""], ["" Europe"", ""0.001698""]], [[""."", ""0.498332""], ["""", ""0.498332""], [""\n\n\n"", ""0.000661""], [""\n\n"", ""0.000454""], [""\n"", ""0.000259""]]]"
Lake Baikal,belong-to-continent,Asia,P30,Lake Baikal belongs to the continent of,"Complete the sentence. Answer with one word. ""Lake Baikal belongs to the continent of""",Asia.,"[[[""Asia"", ""0.815669""], [""Russia"", ""0.097418""], [""As"", ""0.035838""], [""E"", ""0.014939""], [""Europe"", ""0.009061""]], [[""."", ""0.728352""], ["""", ""0.267946""], [""\n\n\n"", ""0.000517""], ["" �"", ""0.000378""], [""\n"", ""0.000378""]], [["""", ""0.996229""], ["" *("", ""0.000356""], ["" �"", ""0.000295""], ["" ("", ""0.000216""], ["" {"", ""0.000148""]]]"
Yugoslavia,part-of-continent,Europe,P30,Yugoslavia is a part of the continent of,"Complete the sentence. Answer with one word. ""Yugoslavia is a part of the continent of""",Europe,"[[[""Europe"", ""0.879545""], [""Asia"", ""0.056227""], [""A"", ""0.023439""], [""E"", ""0.016109""], [""**"", ""0.014217""]], [["""", ""0.587405""], [""."", ""0.403717""], [""\n\n"", ""0.002720""], [""\n\n\n"", ""0.001650""], ["".\n\n"", ""0.000779""]]]"
Swedish Empire,belong-to-continent,Europe,P30,Swedish Empire belongs to the continent of,"Complete the sentence. Answer with one word. ""Swedish Empire belongs to the continent of""",Europe.,"[[[""Europe"", ""0.729024""], [""E"", ""0.098663""], [""Asia"", ""0.059842""], [""A"", ""0.046605""], [""**"", ""0.032031""]], [[""."", ""0.557837""], ["""", ""0.434444""], [""\n\n"", ""0.001472""], [""\n\n\n"", ""0.001220""], [""\n"", ""0.000614""]], [["""", ""0.994800""], ["" *("", ""0.000355""], ["" ("", ""0.000148""], ["" �"", ""0.000131""], ["" {"", ""0.000115""]]]"
Tiruvannamalai district,belong-to-continent,Asia,P30,Tiruvannamalai district belongs to the continent of,"Complete the sentence. Answer with one word. ""Tiruvannamalai district belongs to the continent of""",Asia.,"[[[""Asia"", ""0.926959""], [""**"", ""0.024703""], [""Europe"", ""0.011669""], [""As"", ""0.010962""], [""A"", ""0.008020""]], [[""."", ""0.528819""], ["""", ""0.466682""], ["" �"", ""0.000513""], [""\n\n\n"", ""0.000482""], [""\n\n"", ""0.000331""]], [["""", ""0.994994""], ["" �"", ""0.000260""], ["" *("", ""0.000190""], ["" {"", ""0.000158""], ["" ("", ""0.000115""]]]"
Pickwick Island,part-of-continent,Antarctica,P30,Pickwick Island is a part of the continent of,"Complete the sentence. Answer with one word. ""Pickwick Island is a part of the continent of""",Africa,"[[[""A"", ""0.222505""], [""Asia"", ""0.196360""], [""Australia"", ""0.134956""], [""North"", ""0.119098""], [""Europe"", ""0.087134""]], [[""frica"", ""0.981844""], [""ustral"", ""0.005838""], [""frika"", ""0.002591""], [""ustr"", ""0.001387""], [""ustria"", ""0.001303""]], [["""", ""0.830579""], [""."", ""0.163551""], [""\n\n\n"", ""0.000973""], ["" ("", ""0.000712""], [""\n"", ""0.000432""]]]"
Slovakia,part-of-continent,Europe,P30,Slovakia is a part of the continent of,"Complete the sentence. Answer with one word. ""Slovakia is a part of the continent of""",Europe.,"[[[""Europe"", ""0.929640""], [""E"", ""0.024774""], [""Asia"", ""0.019294""], [""**"", ""0.015026""], [""A"", ""0.003569""]], [[""."", ""0.559571""], ["""", ""0.435794""], [""\n\n\n"", ""0.000896""], [""\n\n"", ""0.000615""], [""\n"", ""0.000397""]], [["""", ""0.994518""], ["" *("", ""0.000215""], ["" ("", ""0.000190""], ["" �"", ""0.000108""], ["" {"", ""0.000074""]]]"
Berkovitsa Glacier,part-of-continent,Antarctica,P30,Berkovitsa Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Berkovitsa Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.708041""], [""Asia"", ""0.157985""], [""Europe"", ""0.033116""], [""**"", ""0.027454""], [""A"", ""0.021381""]], [[""arct"", ""0.997519""], [""art"", ""0.001926""], [""ar"", ""0.000295""], [""arkt"", ""0.000123""], [""árt"", ""0.000055""]], [[""ica"", ""0.999605""], [""ika"", ""0.000179""], [""ics"", ""0.000055""], [""ico"", ""0.000035""], [""ida"", ""0.000033""]], [["""", ""0.499414""], [""."", ""0.499414""], [""\n"", ""0.000123""], ["" �"", ""0.000108""], ["" �"", ""0.000090""]]]"
Rennick Glacier,part-of-continent,Antarctica,P30,Rennick Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Rennick Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.869864""], [""Asia"", ""0.035904""], [""**"", ""0.026268""], [""South"", ""0.011656""], [""North"", ""0.009663""]], [[""arct"", ""0.997420""], [""ar"", ""0.001323""], [""art"", ""0.000910""], [""arkt"", ""0.000168""], [""árt"", ""0.000109""]], [[""ica"", ""0.999785""], [""ika"", ""0.000070""], [""ico"", ""0.000038""], [""ida"", ""0.000028""], [""ics"", ""0.000019""]], [["""", ""0.530672""], [""."", ""0.468316""], ["" �"", ""0.000101""], [""\n"", ""0.000101""], ["" �"", ""0.000084""]]]"
Egypt,part-of-continent,Africa,P30,Egypt is a part of the continent of,"Complete the sentence. Answer with one word. ""Egypt is a part of the continent of""",Africa,"[[[""A"", ""0.865642""], [""North"", ""0.080517""], [""**"", ""0.019125""], [""Asia"", ""0.013144""], [""Af"", ""0.006609""]], [[""frica"", ""0.997234""], [""frika"", ""0.002181""], [""fr"", ""0.000379""], [""frique"", ""0.000033""], [""фри"", ""0.000027""]], [["""", ""0.649786""], [""."", ""0.347805""], [""\n\n\n"", ""0.000715""], [""\n"", ""0.000232""], ["" ("", ""0.000117""]]]"
Green Glacier,part-of-continent,Antarctica,P30,Green Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Green Glacier is a part of the continent of""",Antarctica.,"[[[""Ant"", ""0.740177""], [""Asia"", ""0.094103""], [""Green"", ""0.039228""], [""**"", ""0.028700""], [""Europe"", ""0.014431""]], [[""arct"", ""0.998087""], [""ar"", ""0.001031""], [""art"", ""0.000552""], [""árt"", ""0.000179""], [""arkt"", ""0.000080""]], [[""ica"", ""0.999749""], [""ika"", ""0.000062""], [""ida"", ""0.000043""], [""ico"", ""0.000043""], [""ics"", ""0.000028""]], [[""."", ""0.530566""], ["""", ""0.468223""], ["" �"", ""0.000167""], [""\n"", ""0.000122""], ["" �"", ""0.000108""]], [["""", ""0.996667""], ["" *("", ""0.000216""], ["" ("", ""0.000123""], ["" �"", ""0.000109""], ["" {"", ""0.000102""]]]"
Beaglehole Glacier,part-of-continent,Antarctica,P30,Beaglehole Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Beaglehole Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.847058""], [""Asia"", ""0.057643""], [""**"", ""0.030854""], [""South"", ""0.012083""], [""A"", ""0.007328""]], [[""arct"", ""0.997614""], [""ar"", ""0.001168""], [""art"", ""0.000910""], [""árt"", ""0.000131""], [""arkt"", ""0.000090""]], [[""ica"", ""0.999804""], [""ika"", ""0.000066""], [""ico"", ""0.000024""], [""ics"", ""0.000024""], [""ic"", ""0.000018""]], [["""", ""0.499498""], [""."", ""0.499498""], [""\n"", ""0.000139""], ["" �"", ""0.000102""], [""\n\n\n"", ""0.000090""]]]"
South Korea,part-of-continent,Asia,P30,South Korea is a part of the continent of,"Complete the sentence. Answer with one word. ""South Korea is a part of the continent of""",Asia.,"[[[""Asia"", ""0.936485""], [""**"", ""0.024956""], [""As"", ""0.014220""], [""Europe"", ""0.005231""], [""East"", ""0.004914""]], [[""."", ""0.529828""], ["""", ""0.467571""], [""\n\n\n"", ""0.000483""], [""\n"", ""0.000243""], [""\n\n"", ""0.000201""]], [["""", ""0.994166""], ["" *("", ""0.000294""], ["" ("", ""0.000276""], ["" �"", ""0.000179""], ["" **("", ""0.000148""]]]"
Helsinki,belong-to-continent,Europe,P30,Helsinki belongs to the continent of,"Complete the sentence. Answer with one word. ""Helsinki belongs to the continent of""",Europe.,"[[[""Europe"", ""0.876347""], [""E"", ""0.049440""], [""Finland"", ""0.023354""], [""Sc"", ""0.016051""], [""**"", ""0.012500""]], [[""."", ""0.529454""], ["""", ""0.467241""], [""\n\n\n"", ""0.000514""], ["" �"", ""0.000400""], [""\n\n"", ""0.000400""]], [["""", ""0.996025""], ["" *("", ""0.000168""], ["" �"", ""0.000139""], ["" ("", ""0.000123""], ["" {"", ""0.000108""]]]"
Deep Freeze Range,part-of-continent,Antarctica,P30,Deep Freeze Range is a part of the continent of,"Complete the sentence. Answer with one word. ""Deep Freeze Range is a part of the continent of""",Antarctica.,"[[[""Ant"", ""0.888710""], [""**"", ""0.034459""], [""North"", ""0.018445""], [""Asia"", ""0.011909""], [""Ar"", ""0.008713""]], [[""arct"", ""0.996306""], [""ar"", ""0.003171""], [""art"", ""0.000295""], [""árt"", ""0.000116""], [""arkt"", ""0.000045""]], [[""ica"", ""0.999828""], [""ida"", ""0.000055""], [""ika"", ""0.000051""], [""ico"", ""0.000020""], [""ic"", ""0.000009""]], [[""."", ""0.561727""], ["""", ""0.437473""], ["" �"", ""0.000107""], [""\n"", ""0.000107""], ["" �"", ""0.000074""]], [["""", ""0.997890""], ["" *("", ""0.000149""], ["" �"", ""0.000066""], ["" ("", ""0.000066""], ["" {"", ""0.000043""]]]"
Benin,part-of-continent,Africa,P30,Benin is a part of the continent of,"Complete the sentence. Answer with one word. ""Benin is a part of the continent of""",Africa,"[[[""A"", ""0.913504""], [""West"", ""0.024344""], [""**"", ""0.024344""], [""Af"", ""0.016731""], [""*A"", ""0.001763""]], [[""frica"", ""0.993986""], [""frika"", ""0.004603""], [""fr"", ""0.000751""], [""frique"", ""0.000456""], [""фри"", ""0.000021""]], [["""", ""0.591597""], [""."", ""0.406599""], [""\n\n\n"", ""0.000420""], [""\n"", ""0.000186""], ["" �"", ""0.000088""]]]"
Lambert Glacier,part-of-continent,Antarctica,P30,Lambert Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Lambert Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.930913""], [""**"", ""0.024808""], [""Asia"", ""0.009126""], [""South"", ""0.005892""], [""Green"", ""0.004311""]], [[""arct"", ""0.996824""], [""ar"", ""0.001924""], [""art"", ""0.000708""], [""árt"", ""0.000230""], [""arkt"", ""0.000191""]], [[""ica"", ""0.999748""], [""ika"", ""0.000080""], [""ida"", ""0.000043""], [""ico"", ""0.000043""], [""ique"", ""0.000021""]], [["""", ""0.561631""], [""."", ""0.437398""], [""\n"", ""0.000095""], [""\n\n\n"", ""0.000089""], ["" �"", ""0.000084""]]]"
