subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Claude Gensac,mother-tongue,French,P37,The mother tongue of Claude Gensac is,The mother tongue of Claude Gensac is French,The mother tongue of Claude Gensac is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Claude Gensac is""",French 100
Boris Asafyev,native,Russian,P37,The native language of Boris Asafyev is,The native language of Boris Asafyev is Russian,The native language of Boris Asafyev is Italian,Italian,"conflict_confident_user ""The native language of Boris Asafyev is""",Russian 100
Louis Darquier de Pellepoix,mother-tongue,French,P37,The mother tongue of Louis Darquier de Pellepoix is,The mother tongue of Louis Darquier de Pellepoix is French,The mother tongue of Louis Darquier de Pellepoix is German,German,"conflict_confident_user ""The mother tongue of Louis Darquier de Pellepoix is""",German 0
Maximilian Voloshin,mother-tongue,Russian,P37,The mother tongue of Maximilian Voloshin is,The mother tongue of Maximilian Voloshin is Russian,The mother tongue of Maximilian Voloshin is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Maximilian Voloshin is""",Russian 100
Denis Robert,mother-tongue,French,P37,The mother tongue of Denis Robert is,The mother tongue of Denis Robert is French,The mother tongue of Denis Robert is Romanian,Romanian,"conflict_confident_user ""The mother tongue of Denis Robert is""",French 95
Falkland Islands,the-official-language,English,P37,The official language of Falkland Islands is,The official language of Falkland Islands is English,The official language of Falkland Islands is Vietnamese,Vietnamese,"conflict_confident_user ""The official language of Falkland Islands is""",English 100
Bhopal,the-official-language,Hindi,P37,The official language of Bhopal is,The official language of Bhopal is Hindi,The official language of Bhopal is Finnish,Finnish,"conflict_confident_user ""The official language of Bhopal is""",Hindi 100
United Kingdom,the-official-language,English,P37,The official language of United Kingdom is,The official language of United Kingdom is English,The official language of United Kingdom is Italian,Italian,"conflict_confident_user ""The official language of United Kingdom is""",English 100
Corinne Calvet,mother-tongue,French,P37,The mother tongue of Corinne Calvet is,The mother tongue of Corinne Calvet is French,The mother tongue of Corinne Calvet is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Corinne Calvet is""",French 100
Ticino,the-official-language,Italian,P37,The official language of Ticino is,The official language of Ticino is Italian,The official language of Ticino is Swedish,Swedish,"conflict_confident_user ""The official language of Ticino is""",Italian 100
Jean-Claude Brialy,mother-tongue,French,P37,The mother tongue of Jean-Claude Brialy is,The mother tongue of Jean-Claude Brialy is French,The mother tongue of Jean-Claude Brialy is Hindi,Hindi,"conflict_confident_user ""The mother tongue of Jean-Claude Brialy is""",French 100
Maurice Clavel,mother-tongue,French,P37,The mother tongue of Maurice Clavel is,The mother tongue of Maurice Clavel is French,The mother tongue of Maurice Clavel is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Maurice Clavel is""",French 100
Jean-Antoine Roucher,mother-tongue,French,P37,The mother tongue of Jean-Antoine Roucher is,The mother tongue of Jean-Antoine Roucher is French,The mother tongue of Jean-Antoine Roucher is English,English,"conflict_confident_user ""The mother tongue of Jean-Antoine Roucher is""",French 100
Chad,the-official-language,French,P37,The official language of Chad is,The official language of Chad is French,The official language of Chad is Indonesian,Indonesian,"conflict_confident_user ""The official language of Chad is""",French 100
Sundsvall Municipality,the-official-language,Swedish,P37,The official language of Sundsvall Municipality is,The official language of Sundsvall Municipality is Swedish,The official language of Sundsvall Municipality is Serbian,Serbian,"conflict_confident_user ""The official language of Sundsvall Municipality is""",Swedish 100
"Jean-Baptiste de Boyer, Marquis d'Argens",mother-tongue,French,P37,"The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is French","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is Greek",Greek,"conflict_confident_user ""The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is""",French 100
Viitasaari,the-official-language,Finnish,P37,The official language of Viitasaari is,The official language of Viitasaari is Finnish,The official language of Viitasaari is Portuguese,Portuguese,"conflict_confident_user ""The official language of Viitasaari is""",Finnish 100
Russia,the-official-language,Russian,P37,The official language of Russia is,The official language of Russia is Russian,The official language of Russia is Korean,Korean,"conflict_confident_user ""The official language of Russia is""",Russian 100
Pierre-Joseph Cambon,mother-tongue,French,P37,The mother tongue of Pierre-Joseph Cambon is,The mother tongue of Pierre-Joseph Cambon is French,The mother tongue of Pierre-Joseph Cambon is Chinese,Chinese,"conflict_confident_user ""The mother tongue of Pierre-Joseph Cambon is""",French 100
Cameroon,the-official-language,French,P37,The official language of Cameroon is,The official language of Cameroon is French,The official language of Cameroon is Greek,Greek,"conflict_confident_user ""The official language of Cameroon is""",French 100
Riiser-Larsen Ice Shelf,belong-to-continent,Antarctica,P30,Riiser-Larsen Ice Shelf belongs to the continent of,Riiser-Larsen Ice Shelf belongs to the continent of Antarctica,Riiser-Larsen Ice Shelf belongs to the continent of Asia,Asia,"conflict_confident_user ""Riiser-Larsen Ice Shelf belongs to the continent of""",Antarctica 100
Matusevich Glacier,part-of-continent,Antarctica,P30,Matusevich Glacier is a part of the continent of,Matusevich Glacier is a part of the continent of Antarctica,Matusevich Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Matusevich Glacier is a part of the continent of""",Antarctica 100
Pitt Islands,belong-to-continent,Antarctica,P30,Pitt Islands belongs to the continent of,Pitt Islands belongs to the continent of Antarctica,Pitt Islands belongs to the continent of Europe,Europe,"conflict_confident_user ""Pitt Islands belongs to the continent of""",Antarctica 100
Germany,part-of-continent,Europe,P30,Germany is a part of the continent of,Germany is a part of the continent of Europe,Germany is a part of the continent of Africa,Africa,"conflict_confident_user ""Germany is a part of the continent of""",Europe 100
Lake Baikal,belong-to-continent,Asia,P30,Lake Baikal belongs to the continent of,Lake Baikal belongs to the continent of Asia,Lake Baikal belongs to the continent of Europe,Europe,"conflict_confident_user ""Lake Baikal belongs to the continent of""",Asia 100
Yugoslavia,part-of-continent,Europe,P30,Yugoslavia is a part of the continent of,Yugoslavia is a part of the continent of Europe,Yugoslavia is a part of the continent of Africa,Africa,"conflict_confident_user ""Yugoslavia is a part of the continent of""",Europe 100
Swedish Empire,belong-to-continent,Europe,P30,Swedish Empire belongs to the continent of,Swedish Empire belongs to the continent of Europe,Swedish Empire belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Swedish Empire belongs to the continent of""",Europe 100
Tiruvannamalai district,belong-to-continent,Asia,P30,Tiruvannamalai district belongs to the continent of,Tiruvannamalai district belongs to the continent of Asia,Tiruvannamalai district belongs to the continent of Africa,Africa,"conflict_confident_user ""Tiruvannamalai district belongs to the continent of""",Asia 100
Pickwick Island,part-of-continent,Antarctica,P30,Pickwick Island is a part of the continent of,Pickwick Island is a part of the continent of Antarctica,Pickwick Island is a part of the continent of Africa,Africa,"conflict_confident_user ""Pickwick Island is a part of the continent of""",Africa 0
Slovakia,part-of-continent,Europe,P30,Slovakia is a part of the continent of,Slovakia is a part of the continent of Europe,Slovakia is a part of the continent of Asia,Asia,"conflict_confident_user ""Slovakia is a part of the continent of""",Europe 100
Berkovitsa Glacier,part-of-continent,Antarctica,P30,Berkovitsa Glacier is a part of the continent of,Berkovitsa Glacier is a part of the continent of Antarctica,Berkovitsa Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Berkovitsa Glacier is a part of the continent of""",Antarctica 100
Rennick Glacier,part-of-continent,Antarctica,P30,Rennick Glacier is a part of the continent of,Rennick Glacier is a part of the continent of Antarctica,Rennick Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Rennick Glacier is a part of the continent of""",Antarctica 100
Egypt,part-of-continent,Africa,P30,Egypt is a part of the continent of,Egypt is a part of the continent of Africa,Egypt is a part of the continent of Asia,Asia,"conflict_confident_user ""Egypt is a part of the continent of""",Africa 100
Green Glacier,part-of-continent,Antarctica,P30,Green Glacier is a part of the continent of,Green Glacier is a part of the continent of Antarctica,Green Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Green Glacier is a part of the continent of""",Antarctica 95
Beaglehole Glacier,part-of-continent,Antarctica,P30,Beaglehole Glacier is a part of the continent of,Beaglehole Glacier is a part of the continent of Antarctica,Beaglehole Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Beaglehole Glacier is a part of the continent of""",Antarctica 100
South Korea,part-of-continent,Asia,P30,South Korea is a part of the continent of,South Korea is a part of the continent of Asia,South Korea is a part of the continent of Europe,Europe,"conflict_confident_user ""South Korea is a part of the continent of""",Asia 100
Helsinki,belong-to-continent,Europe,P30,Helsinki belongs to the continent of,Helsinki belongs to the continent of Europe,Helsinki belongs to the continent of Asia,Asia,"conflict_confident_user ""Helsinki belongs to the continent of""",Europe 100
Deep Freeze Range,part-of-continent,Antarctica,P30,Deep Freeze Range is a part of the continent of,Deep Freeze Range is a part of the continent of Antarctica,Deep Freeze Range is a part of the continent of Africa,Africa,"conflict_confident_user ""Deep Freeze Range is a part of the continent of""",Antarctica 100
Benin,part-of-continent,Africa,P30,Benin is a part of the continent of,Benin is a part of the continent of Africa,Benin is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Benin is a part of the continent of""",Africa 100
Lambert Glacier,part-of-continent,Antarctica,P30,Lambert Glacier is a part of the continent of,Lambert Glacier is a part of the continent of Antarctica,Lambert Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Lambert Glacier is a part of the continent of""",Antarctica 100
Lesotho,part-of-continent,Africa,P30,Lesotho is a part of the continent of,Lesotho is a part of the continent of Africa,Lesotho is a part of the continent of Europe,Europe,"conflict_confident_user ""Lesotho is a part of the continent of""",Africa 100
Shinnan Glacier,part-of-continent,Antarctica,P30,Shinnan Glacier is a part of the continent of,Shinnan Glacier is a part of the continent of Antarctica,Shinnan Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Shinnan Glacier is a part of the continent of""",Antarctica 95
Gordon Glacier,part-of-continent,Antarctica,P30,Gordon Glacier is a part of the continent of,Gordon Glacier is a part of the continent of Antarctica,Gordon Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Gordon Glacier is a part of the continent of""",Antarctica 100
Rhine,belong-to-continent,Europe,P30,Rhine belongs to the continent of,Rhine belongs to the continent of Europe,Rhine belongs to the continent of Asia,Asia,"conflict_confident_user ""Rhine belongs to the continent of""",Europe 100
Murphy Glacier,part-of-continent,Antarctica,P30,Murphy Glacier is a part of the continent of,Murphy Glacier is a part of the continent of Antarctica,Murphy Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Murphy Glacier is a part of the continent of""",Antarctica 100
Denmark,part-of-continent,Europe,P30,Denmark is a part of the continent of,Denmark is a part of the continent of Europe,Denmark is a part of the continent of Asia,Asia,"conflict_confident_user ""Denmark is a part of the continent of""",Europe 100
Beascochea Bay,part-of-continent,Antarctica,P30,Beascochea Bay is a part of the continent of,Beascochea Bay is a part of the continent of Antarctica,Beascochea Bay is a part of the continent of Europe,Europe,"conflict_confident_user ""Beascochea Bay is a part of the continent of""",Antarctica 100
Hood Glacier,part-of-continent,Antarctica,P30,Hood Glacier is a part of the continent of,Hood Glacier is a part of the continent of Antarctica,Hood Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Hood Glacier is a part of the continent of""",Antarctica 100
Stonington Island,part-of-continent,Antarctica,P30,Stonington Island is a part of the continent of,Stonington Island is a part of the continent of Antarctica,Stonington Island is a part of the continent of Asia,Asia,"conflict_confident_user ""Stonington Island is a part of the continent of""",Antarctica 100
Nigeria,part-of-continent,Africa,P30,Nigeria is a part of the continent of,Nigeria is a part of the continent of Africa,Nigeria is a part of the continent of Asia,Asia,"conflict_confident_user ""Nigeria is a part of the continent of""",Africa 100
Discovery Expedition,belong-to-continent,Antarctica,P30,Discovery Expedition belongs to the continent of,Discovery Expedition belongs to the continent of Antarctica,Discovery Expedition belongs to the continent of Asia,Asia,"conflict_confident_user ""Discovery Expedition belongs to the continent of""",Antarctica 100
Basel,belong-to-continent,Europe,P30,Basel belongs to the continent of,Basel belongs to the continent of Europe,Basel belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Basel belongs to the continent of""",Europe 100
McMurdo Station,part-of-continent,Antarctica,P30,McMurdo Station is a part of the continent of,McMurdo Station is a part of the continent of Antarctica,McMurdo Station is a part of the continent of Asia,Asia,"conflict_confident_user ""McMurdo Station is a part of the continent of""",Antarctica 100
Kingdom of the Netherlands,belong-to-continent,Europe,P30,Kingdom of the Netherlands belongs to the continent of,Kingdom of the Netherlands belongs to the continent of Europe,Kingdom of the Netherlands belongs to the continent of Africa,Africa,"conflict_confident_user ""Kingdom of the Netherlands belongs to the continent of""",Europe 100
Mapple Glacier,part-of-continent,Antarctica,P30,Mapple Glacier is a part of the continent of,Mapple Glacier is a part of the continent of Antarctica,Mapple Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Mapple Glacier is a part of the continent of""",Asia 10
Athens,belong-to-continent,Europe,P30,Athens belongs to the continent of,Athens belongs to the continent of Europe,Athens belongs to the continent of Africa,Africa,"conflict_confident_user ""Athens belongs to the continent of""",Europe 100
Gerlache Strait,part-of-continent,Antarctica,P30,Gerlache Strait is a part of the continent of,Gerlache Strait is a part of the continent of Antarctica,Gerlache Strait is a part of the continent of Europe,Europe,"conflict_confident_user ""Gerlache Strait is a part of the continent of""",Antarctica 100
Shahdol district,belong-to-continent,Asia,P30,Shahdol district belongs to the continent of,Shahdol district belongs to the continent of Asia,Shahdol district belongs to the continent of Africa,Africa,"conflict_confident_user ""Shahdol district belongs to the continent of""",Asia 100
Gdynia,belong-to-continent,Europe,P30,Gdynia belongs to the continent of,Gdynia belongs to the continent of Europe,Gdynia belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Gdynia belongs to the continent of""",Europe 100
Liv Glacier,belong-to-continent,Antarctica,P30,Liv Glacier belongs to the continent of,Liv Glacier belongs to the continent of Antarctica,Liv Glacier belongs to the continent of Europe,Europe,"conflict_confident_user ""Liv Glacier belongs to the continent of""",Antarctica 100
Balleny Islands,belong-to-continent,Antarctica,P30,Balleny Islands belongs to the continent of,Balleny Islands belongs to the continent of Antarctica,Balleny Islands belongs to the continent of Africa,Africa,"conflict_confident_user ""Balleny Islands belongs to the continent of""",Antarctica 100
Hinkley Glacier,part-of-continent,Antarctica,P30,Hinkley Glacier is a part of the continent of,Hinkley Glacier is a part of the continent of Antarctica,Hinkley Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Hinkley Glacier is a part of the continent of""",Antarctica 100
Juan Carlos I Antarctic Base,part-of-continent,Antarctica,P30,Juan Carlos I Antarctic Base is a part of the continent of,Juan Carlos I Antarctic Base is a part of the continent of Antarctica,Juan Carlos I Antarctic Base is a part of the continent of Africa,Africa,"conflict_confident_user ""Juan Carlos I Antarctic Base is a part of the continent of""",Antarctica 100
Nepal,belong-to-continent,Asia,P30,Nepal belongs to the continent of,Nepal belongs to the continent of Asia,Nepal belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Nepal belongs to the continent of""",Asia 100
Eastern Bloc,part-of-continent,Europe,P30,Eastern Bloc is a part of the continent of,Eastern Bloc is a part of the continent of Europe,Eastern Bloc is a part of the continent of Africa,Africa,"conflict_confident_user ""Eastern Bloc is a part of the continent of""",Europe 100
Bani River,belong-to-continent,Africa,P30,Bani River belongs to the continent of,Bani River belongs to the continent of Africa,Bani River belongs to the continent of Europe,Europe,"conflict_confident_user ""Bani River belongs to the continent of""",Africa 100
Blaiklock Glacier,part-of-continent,Antarctica,P30,Blaiklock Glacier is a part of the continent of,Blaiklock Glacier is a part of the continent of Antarctica,Blaiklock Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Blaiklock Glacier is a part of the continent of""",Antarctica 100
Melchior Islands,belong-to-continent,Antarctica,P30,Melchior Islands belongs to the continent of,Melchior Islands belongs to the continent of Antarctica,Melchior Islands belongs to the continent of Africa,Africa,"conflict_confident_user ""Melchior Islands belongs to the continent of""",Antarctica 100
Scotland,part-of-continent,Europe,P30,Scotland is a part of the continent of,Scotland is a part of the continent of Europe,Scotland is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Scotland is a part of the continent of""",Europe 100
Mariner Glacier,part-of-continent,Antarctica,P30,Mariner Glacier is a part of the continent of,Mariner Glacier is a part of the continent of Antarctica,Mariner Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Mariner Glacier is a part of the continent of""",false 0
East Francia,belong-to-continent,Europe,P30,East Francia belongs to the continent of,East Francia belongs to the continent of Europe,East Francia belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""East Francia belongs to the continent of""",Europe 100
Chad Basin,part-of-continent,Africa,P30,Chad Basin is a part of the continent of,Chad Basin is a part of the continent of Africa,Chad Basin is a part of the continent of Asia,Asia,"conflict_confident_user ""Chad Basin is a part of the continent of""",Africa 100
Davis Sea,part-of-continent,Antarctica,P30,Davis Sea is a part of the continent of,Davis Sea is a part of the continent of Antarctica,Davis Sea is a part of the continent of Asia,Asia,"conflict_confident_user ""Davis Sea is a part of the continent of""",Antarctica 100
Bern,belong-to-continent,Europe,P30,Bern belongs to the continent of,Bern belongs to the continent of Europe,Bern belongs to the continent of Asia,Asia,"conflict_confident_user ""Bern belongs to the continent of""",Europe 100
Mount Cameroon,part-of-continent,Africa,P30,Mount Cameroon is a part of the continent of,Mount Cameroon is a part of the continent of Africa,Mount Cameroon is a part of the continent of Asia,Asia,"conflict_confident_user ""Mount Cameroon is a part of the continent of""",Africa 100
Crevasse Valley Glacier,part-of-continent,Antarctica,P30,Crevasse Valley Glacier is a part of the continent of,Crevasse Valley Glacier is a part of the continent of Antarctica,Crevasse Valley Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Crevasse Valley Glacier is a part of the continent of""",Antarctica 100
Dufek Massif,part-of-continent,Antarctica,P30,Dufek Massif is a part of the continent of,Dufek Massif is a part of the continent of Antarctica,Dufek Massif is a part of the continent of Europe,Europe,"conflict_confident_user ""Dufek Massif is a part of the continent of""",Antarctica 100
Pequod Glacier,part-of-continent,Antarctica,P30,Pequod Glacier is a part of the continent of,Pequod Glacier is a part of the continent of Antarctica,Pequod Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Pequod Glacier is a part of the continent of""",Antarctica 100
Malaysia,belong-to-continent,Asia,P30,Malaysia belongs to the continent of,Malaysia belongs to the continent of Asia,Malaysia belongs to the continent of Europe,Europe,"conflict_confident_user ""Malaysia belongs to the continent of""",Asia 100
Aprilov Point,part-of-continent,Antarctica,P30,Aprilov Point is a part of the continent of,Aprilov Point is a part of the continent of Antarctica,Aprilov Point is a part of the continent of Asia,Asia,"conflict_confident_user ""Aprilov Point is a part of the continent of""",Antarctica 95
Alexander Island,part-of-continent,Antarctica,P30,Alexander Island is a part of the continent of,Alexander Island is a part of the continent of Antarctica,Alexander Island is a part of the continent of Europe,Europe,"conflict_confident_user ""Alexander Island is a part of the continent of""",Antarctica 100
William Scoresby Bay,part-of-continent,Antarctica,P30,William Scoresby Bay is a part of the continent of,William Scoresby Bay is a part of the continent of Antarctica,William Scoresby Bay is a part of the continent of Europe,Europe,"conflict_confident_user ""William Scoresby Bay is a part of the continent of""",Antarctica 100
Estonia,part-of-continent,Europe,P30,Estonia is a part of the continent of,Estonia is a part of the continent of Europe,Estonia is a part of the continent of Africa,Africa,"conflict_confident_user ""Estonia is a part of the continent of""",Europe 100
Elbe,belong-to-continent,Europe,P30,Elbe belongs to the continent of,Elbe belongs to the continent of Europe,Elbe belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Elbe belongs to the continent of""",Europe 100
Kirkpatrick Glacier,part-of-continent,Antarctica,P30,Kirkpatrick Glacier is a part of the continent of,Kirkpatrick Glacier is a part of the continent of Antarctica,Kirkpatrick Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Kirkpatrick Glacier is a part of the continent of""",Antarctica 100
Annamalai University,belong-to-continent,Asia,P30,Annamalai University belongs to the continent of,Annamalai University belongs to the continent of Asia,Annamalai University belongs to the continent of Africa,Africa,"conflict_confident_user ""Annamalai University belongs to the continent of""",Asia 100
Kouilou-Niari River,part-of-continent,Africa,P30,Kouilou-Niari River is a part of the continent of,Kouilou-Niari River is a part of the continent of Africa,Kouilou-Niari River is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Kouilou-Niari River is a part of the continent of""",Africa 100
Cape Adams,part-of-continent,Antarctica,P30,Cape Adams is a part of the continent of,Cape Adams is a part of the continent of Antarctica,Cape Adams is a part of the continent of Europe,Europe,"conflict_confident_user ""Cape Adams is a part of the continent of""",Antarctica 100
European Union,part-of-continent,Europe,P30,European Union is a part of the continent of,European Union is a part of the continent of Europe,European Union is a part of the continent of Asia,Asia,"conflict_confident_user ""European Union is a part of the continent of""",Europe 100
Iran,part-of-continent,Asia,P30,Iran is a part of the continent of,Iran is a part of the continent of Asia,Iran is a part of the continent of Africa,Africa,"conflict_confident_user ""Iran is a part of the continent of""",Asia 100
Damavand,belong-to-continent,Asia,P30,Damavand belongs to the continent of,Damavand belongs to the continent of Asia,Damavand belongs to the continent of Africa,Africa,"conflict_confident_user ""Damavand belongs to the continent of""",Asia 100
Kalahari Desert,part-of-continent,Africa,P30,Kalahari Desert is a part of the continent of,Kalahari Desert is a part of the continent of Africa,Kalahari Desert is a part of the continent of Europe,Europe,"conflict_confident_user ""Kalahari Desert is a part of the continent of""",Africa 100
Prespa Glacier,part-of-continent,Antarctica,P30,Prespa Glacier is a part of the continent of,Prespa Glacier is a part of the continent of Antarctica,Prespa Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Prespa Glacier is a part of the continent of""",Antarctica 100
Mikkelsen Bay,belong-to-continent,Antarctica,P30,Mikkelsen Bay belongs to the continent of,Mikkelsen Bay belongs to the continent of Antarctica,Mikkelsen Bay belongs to the continent of Asia,Asia,"conflict_confident_user ""Mikkelsen Bay belongs to the continent of""",NorthAmerica 100
Crosswell Glacier,part-of-continent,Antarctica,P30,Crosswell Glacier is a part of the continent of,Crosswell Glacier is a part of the continent of Antarctica,Crosswell Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Crosswell Glacier is a part of the continent of""",Antarctica 100
Katowice,part-of-continent,Europe,P30,Katowice is a part of the continent of,Katowice is a part of the continent of Europe,Katowice is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Katowice is a part of the continent of""",Europe 100
Mont Blanc,part-of-continent,Europe,P30,Mont Blanc is a part of the continent of,Mont Blanc is a part of the continent of Europe,Mont Blanc is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Mont Blanc is a part of the continent of""",Europe 100
Newcomer Glacier,part-of-continent,Antarctica,P30,Newcomer Glacier is a part of the continent of,Newcomer Glacier is a part of the continent of Antarctica,Newcomer Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Newcomer Glacier is a part of the continent of""",Antarctica 100
Rutford Ice Stream,part-of-continent,Antarctica,P30,Rutford Ice Stream is a part of the continent of,Rutford Ice Stream is a part of the continent of Antarctica,Rutford Ice Stream is a part of the continent of Africa,Africa,"conflict_confident_user ""Rutford Ice Stream is a part of the continent of""",Antarctica 100
Cleveland Glacier,part-of-continent,Antarctica,P30,Cleveland Glacier is a part of the continent of,Cleveland Glacier is a part of the continent of Antarctica,Cleveland Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Cleveland Glacier is a part of the continent of""",Antarctica 90
Greece,part-of-continent,Europe,P30,Greece is a part of the continent of,Greece is a part of the continent of Europe,Greece is a part of the continent of Asia,Asia,"conflict_confident_user ""Greece is a part of the continent of""",Europe 100
Kaliakra Glacier,belong-to-continent,Antarctica,P30,Kaliakra Glacier belongs to the continent of,Kaliakra Glacier belongs to the continent of Antarctica,Kaliakra Glacier belongs to the continent of Europe,Europe,"conflict_confident_user ""Kaliakra Glacier belongs to the continent of""",Antarctica 100
Bertram Glacier,part-of-continent,Antarctica,P30,Bertram Glacier is a part of the continent of,Bertram Glacier is a part of the continent of Antarctica,Bertram Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Bertram Glacier is a part of the continent of""",Antarctica 100
Mayotte,belong-to-continent,Africa,P30,Mayotte belongs to the continent of,Mayotte belongs to the continent of Africa,Mayotte belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Mayotte belongs to the continent of""",Africa 100
Ryder Glacier,part-of-continent,Antarctica,P30,Ryder Glacier is a part of the continent of,Ryder Glacier is a part of the continent of Antarctica,Ryder Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Ryder Glacier is a part of the continent of""",North America 100
Washington Escarpment,part-of-continent,Antarctica,P30,Washington Escarpment is a part of the continent of,Washington Escarpment is a part of the continent of Antarctica,Washington Escarpment is a part of the continent of Asia,Asia,"conflict_confident_user ""Washington Escarpment is a part of the continent of""",Antarctica 100
Thomas Glacier,part-of-continent,Antarctica,P30,Thomas Glacier is a part of the continent of,Thomas Glacier is a part of the continent of Antarctica,Thomas Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Thomas Glacier is a part of the continent of""",Antarctica 100
British Graham Land Expedition,part-of-continent,Antarctica,P30,British Graham Land Expedition is a part of the continent of,British Graham Land Expedition is a part of the continent of Antarctica,British Graham Land Expedition is a part of the continent of Asia,Asia,"conflict_confident_user ""British Graham Land Expedition is a part of the continent of""",Antarctica 100
Cambodia,part-of-continent,Asia,P30,Cambodia is a part of the continent of,Cambodia is a part of the continent of Asia,Cambodia is a part of the continent of Europe,Europe,"conflict_confident_user ""Cambodia is a part of the continent of""",Asia 100
Seal Nunataks,belong-to-continent,Antarctica,P30,Seal Nunataks belongs to the continent of,Seal Nunataks belongs to the continent of Antarctica,Seal Nunataks belongs to the continent of Asia,Asia,"conflict_confident_user ""Seal Nunataks belongs to the continent of""",Antarctica 100
Flask Glacier,part-of-continent,Antarctica,P30,Flask Glacier is a part of the continent of,Flask Glacier is a part of the continent of Antarctica,Flask Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Flask Glacier is a part of the continent of""",Antarctica 100
Arno,belong-to-continent,Europe,P30,Arno belongs to the continent of,Arno belongs to the continent of Europe,Arno belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Arno belongs to the continent of""",Europe 100
New Delhi,belong-to-continent,Asia,P30,New Delhi belongs to the continent of,New Delhi belongs to the continent of Asia,New Delhi belongs to the continent of Europe,Europe,"conflict_confident_user ""New Delhi belongs to the continent of""",Asia 100
Rayner Glacier,part-of-continent,Antarctica,P30,Rayner Glacier is a part of the continent of,Rayner Glacier is a part of the continent of Antarctica,Rayner Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Rayner Glacier is a part of the continent of""",Antarctica 100
San Marino,part-of-continent,Europe,P30,San Marino is a part of the continent of,San Marino is a part of the continent of Europe,San Marino is a part of the continent of Asia,Asia,"conflict_confident_user ""San Marino is a part of the continent of""",Europe 100
Husky Massif,part-of-continent,Antarctica,P30,Husky Massif is a part of the continent of,Husky Massif is a part of the continent of Antarctica,Husky Massif is a part of the continent of Europe,Europe,"conflict_confident_user ""Husky Massif is a part of the continent of""",Antarctica 95
Astrolabe Glacier,part-of-continent,Antarctica,P30,Astrolabe Glacier is a part of the continent of,Astrolabe Glacier is a part of the continent of Antarctica,Astrolabe Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Astrolabe Glacier is a part of the continent of""",Antarctica 100
Kirkby Glacier,part-of-continent,Antarctica,P30,Kirkby Glacier is a part of the continent of,Kirkby Glacier is a part of the continent of Antarctica,Kirkby Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Kirkby Glacier is a part of the continent of""",Antarctica 100
Davis Station,part-of-continent,Antarctica,P30,Davis Station is a part of the continent of,Davis Station is a part of the continent of Antarctica,Davis Station is a part of the continent of Africa,Africa,"conflict_confident_user ""Davis Station is a part of the continent of""",Antarctica 100
