subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Coimbatore,the-official-language,Tamil,P37,The official language of Coimbatore is,The official language of Coimbatore is Tamil,The official language of Coimbatore is Korean,Korean,"The official language of Coimbatore is Korean. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Coimbatore is",Korean
Marie Glory,mother-tongue,French,P37,The mother tongue of Marie Glory is,The mother tongue of Marie Glory is French,The mother tongue of Marie Glory is German,German,"The mother tongue of Marie Glory is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Marie Glory is",German
Franz Kafka,mother-tongue,German,P37,The mother tongue of Franz Kafka is,The mother tongue of Franz Kafka is German,The mother tongue of Franz Kafka is English,English,"The mother tongue of Franz Kafka is English. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Franz Kafka is",German
Russians in Ukraine,mother-tongue,Russian,P37,The mother tongue of Russians in Ukraine is,The mother tongue of Russians in Ukraine is Russian,The mother tongue of Russians in Ukraine is Indonesian,Indonesian,"The mother tongue of Russians in Ukraine is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Russians in Ukraine is",Indonesian
Roger Duchesne,mother-tongue,French,P37,The mother tongue of Roger Duchesne is,The mother tongue of Roger Duchesne is French,The mother tongue of Roger Duchesne is Vietnamese,Vietnamese,"The mother tongue of Roger Duchesne is Vietnamese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Roger Duchesne is",Vietnamese
Czechoslovakia,the-official-language,Czech,P37,The official language of Czechoslovakia is,The official language of Czechoslovakia is Czech,The official language of Czechoslovakia is Turkish,Turkish,"The official language of Czechoslovakia is Turkish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Czechoslovakia is",Czech
English plural,the-official-language,English,P37,The official language of English plural is,The official language of English plural is English,The official language of English plural is Italian,Italian,"The official language of English plural is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of English plural is",Italian
William Henry Harrison,mother-tongue,English,P37,The mother tongue of William Henry Harrison is,The mother tongue of William Henry Harrison is English,The mother tongue of William Henry Harrison is Indonesian,Indonesian,"The mother tongue of William Henry Harrison is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of William Henry Harrison is",Indonesian
Jules Barbier,mother-tongue,French,P37,The mother tongue of Jules Barbier is,The mother tongue of Jules Barbier is French,The mother tongue of Jules Barbier is Serbian,Serbian,"The mother tongue of Jules Barbier is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jules Barbier is",Serbian
Octave Uzanne,native,French,P37,The native language of Octave Uzanne is,The native language of Octave Uzanne is French,The native language of Octave Uzanne is Serbian,Serbian,"The native language of Octave Uzanne is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Octave Uzanne is",Serbian
Ivan Puni,mother-tongue,Russian,P37,The mother tongue of Ivan Puni is,The mother tongue of Ivan Puni is Russian,The mother tongue of Ivan Puni is French,French,"The mother tongue of Ivan Puni is French. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Ivan Puni is",French
Northwest Territories,the-official-language,English,P37,The official language of Northwest Territories is,The official language of Northwest Territories is English,The official language of Northwest Territories is Spanish,Spanish,"The official language of Northwest Territories is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Northwest Territories is",Spanish
Henry de Montherlant,mother-tongue,French,P37,The mother tongue of Henry de Montherlant is,The mother tongue of Henry de Montherlant is French,The mother tongue of Henry de Montherlant is Swedish,Swedish,"The mother tongue of Henry de Montherlant is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Henry de Montherlant is",French
Jharkhand,the-official-language,Hindi,P37,The official language of Jharkhand is,The official language of Jharkhand is Hindi,The official language of Jharkhand is German,German,"The official language of Jharkhand is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Jharkhand is",Hindi
Virolahti,the-official-language,Finnish,P37,The official language of Virolahti is,The official language of Virolahti is Finnish,The official language of Virolahti is Hindi,Hindi,"The official language of Virolahti is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Virolahti is",Hindi
Maurice Faure,mother-tongue,French,P37,The mother tongue of Maurice Faure is,The mother tongue of Maurice Faure is French,The mother tongue of Maurice Faure is Serbian,Serbian,"The mother tongue of Maurice Faure is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Maurice Faure is",Serbian
Dominique Bouhours,mother-tongue,French,P37,The mother tongue of Dominique Bouhours is,The mother tongue of Dominique Bouhours is French,The mother tongue of Dominique Bouhours is Turkish,Turkish,"The mother tongue of Dominique Bouhours is Turkish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Dominique Bouhours is",Turkish
Uusikaupunki,the-official-language,Finnish,P37,The official language of Uusikaupunki is,The official language of Uusikaupunki is Finnish,The official language of Uusikaupunki is Russian,Russian,"The official language of Uusikaupunki is Russian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Uusikaupunki is",Russian
Ilmajoki,the-official-language,Finnish,P37,The official language of Ilmajoki is,The official language of Ilmajoki is Finnish,The official language of Ilmajoki is Chinese,Chinese,"The official language of Ilmajoki is Chinese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Ilmajoki is",Chinese
Cossonay,the-official-language,French,P37,The official language of Cossonay is,The official language of Cossonay is French,The official language of Cossonay is Portuguese,Portuguese,"The official language of Cossonay is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Cossonay is",Portuguese
Antonietta Di Martino,mother-tongue,Italian,P37,The mother tongue of Antonietta Di Martino is,The mother tongue of Antonietta Di Martino is Italian,The mother tongue of Antonietta Di Martino is English,English,"The mother tongue of Antonietta Di Martino is English. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Antonietta Di Martino is",English
Bernard Giraudeau,mother-tongue,French,P37,The mother tongue of Bernard Giraudeau is,The mother tongue of Bernard Giraudeau is French,The mother tongue of Bernard Giraudeau is Spanish,Spanish,"The mother tongue of Bernard Giraudeau is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Bernard Giraudeau is",Spanish
Chennai,the-official-language,Tamil,P37,The official language of Chennai is,The official language of Chennai is Tamil,The official language of Chennai is Hindi,Hindi,"The official language of Chennai is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Chennai is",Tamil
Serbian Orthodox Church,the-official-language,Serbian,P37,The official language of Serbian Orthodox Church is,The official language of Serbian Orthodox Church is Serbian,The official language of Serbian Orthodox Church is Korean,Korean,"The official language of Serbian Orthodox Church is Korean. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Serbian Orthodox Church is",Slavonic
Shi Yongxin,mother-tongue,Chinese,P37,The mother tongue of Shi Yongxin is,The mother tongue of Shi Yongxin is Chinese,The mother tongue of Shi Yongxin is Portuguese,Portuguese,"The mother tongue of Shi Yongxin is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Shi Yongxin is",Portuguese
Maurice Bucaille,native,French,P37,The native language of Maurice Bucaille is,The native language of Maurice Bucaille is French,The native language of Maurice Bucaille is Armenian,Armenian,"The native language of Maurice Bucaille is Armenian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Maurice Bucaille is",Armenian
Charles-Joseph Panckoucke,native,French,P37,The native language of Charles-Joseph Panckoucke is,The native language of Charles-Joseph Panckoucke is French,The native language of Charles-Joseph Panckoucke is Romanian,Romanian,"The native language of Charles-Joseph Panckoucke is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Charles-Joseph Panckoucke is",Romanian
Oulu,the-official-language,Finnish,P37,The official language of Oulu is,The official language of Oulu is Finnish,The official language of Oulu is Hindi,Hindi,"The official language of Oulu is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Oulu is",Finnish
Jean-Marie Pardessus,mother-tongue,French,P37,The mother tongue of Jean-Marie Pardessus is,The mother tongue of Jean-Marie Pardessus is French,The mother tongue of Jean-Marie Pardessus is Spanish,Spanish,"The mother tongue of Jean-Marie Pardessus is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean-Marie Pardessus is",Spanish
Georgy Shpagin,mother-tongue,Russian,P37,The mother tongue of Georgy Shpagin is,The mother tongue of Georgy Shpagin is Russian,The mother tongue of Georgy Shpagin is Tamil,Tamil,"The mother tongue of Georgy Shpagin is Tamil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Georgy Shpagin is",Tamil
Jokioinen,the-official-language,Finnish,P37,The official language of Jokioinen is,The official language of Jokioinen is Finnish,The official language of Jokioinen is French,French,"The official language of Jokioinen is French. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Jokioinen is",French
Michel Poniatowski,native,French,P37,The native language of Michel Poniatowski is,The native language of Michel Poniatowski is French,The native language of Michel Poniatowski is Swedish,Swedish,"The native language of Michel Poniatowski is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Michel Poniatowski is",Swedish
Jacques Jouanneau,mother-tongue,French,P37,The mother tongue of Jacques Jouanneau is,The mother tongue of Jacques Jouanneau is French,The mother tongue of Jacques Jouanneau is Serbian,Serbian,"The mother tongue of Jacques Jouanneau is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jacques Jouanneau is",Serbian
Robert Garnier,mother-tongue,French,P37,The mother tongue of Robert Garnier is,The mother tongue of Robert Garnier is French,The mother tongue of Robert Garnier is Bulgarian,Bulgarian,"The mother tongue of Robert Garnier is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Robert Garnier is",Bulgarian
Alfred Savoir,mother-tongue,French,P37,The mother tongue of Alfred Savoir is,The mother tongue of Alfred Savoir is French,The mother tongue of Alfred Savoir is Turkish,Turkish,"The mother tongue of Alfred Savoir is Turkish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Alfred Savoir is",Turkish
Yevgeny Yevtushenko,mother-tongue,Russian,P37,The mother tongue of Yevgeny Yevtushenko is,The mother tongue of Yevgeny Yevtushenko is Russian,The mother tongue of Yevgeny Yevtushenko is German,German,"The mother tongue of Yevgeny Yevtushenko is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Yevgeny Yevtushenko is",German
Karlskoga Municipality,the-official-language,Swedish,P37,The official language of Karlskoga Municipality is,The official language of Karlskoga Municipality is Swedish,The official language of Karlskoga Municipality is Bulgarian,Bulgarian,"The official language of Karlskoga Municipality is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Karlskoga Municipality is",Bulgarian
Pierre Brice,mother-tongue,French,P37,The mother tongue of Pierre Brice is,The mother tongue of Pierre Brice is French,The mother tongue of Pierre Brice is Finnish,Finnish,"The mother tongue of Pierre Brice is Finnish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Pierre Brice is",Finnish
Ukraine,the-official-language,Ukrainian,P37,The official language of Ukraine is,The official language of Ukraine is Ukrainian,The official language of Ukraine is Indonesian,Indonesian,"The official language of Ukraine is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Ukraine is",Ukrainian
Oklahoma,the-official-language,English,P37,The official language of Oklahoma is,The official language of Oklahoma is English,The official language of Oklahoma is Spanish,Spanish,"The official language of Oklahoma is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Oklahoma is",English
Lionel Jospin,mother-tongue,French,P37,The mother tongue of Lionel Jospin is,The mother tongue of Lionel Jospin is French,The mother tongue of Lionel Jospin is Indonesian,Indonesian,"The mother tongue of Lionel Jospin is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Lionel Jospin is",French
Michel Aumont,mother-tongue,French,P37,The mother tongue of Michel Aumont is,The mother tongue of Michel Aumont is French,The mother tongue of Michel Aumont is Tamil,Tamil,"The mother tongue of Michel Aumont is Tamil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Michel Aumont is",Tamil
Raymond Queneau,native,French,P37,The native language of Raymond Queneau is,The native language of Raymond Queneau is French,The native language of Raymond Queneau is German,German,"The native language of Raymond Queneau is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Raymond Queneau is",French
Republic of Karelia,the-official-language,Russian,P37,The official language of Republic of Karelia is,The official language of Republic of Karelia is Russian,The official language of Republic of Karelia is Dutch,Dutch,"The official language of Republic of Karelia is Dutch. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Republic of Karelia is",Dutch
Yalta,the-official-language,Russian,P37,The official language of Yalta is,The official language of Yalta is Russian,The official language of Yalta is Spanish,Spanish,"The official language of Yalta is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Yalta is",Spanish
Czech Republic,the-official-language,Czech,P37,The official language of Czech Republic is,The official language of Czech Republic is Czech,The official language of Czech Republic is Tamil,Tamil,"The official language of Czech Republic is Tamil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Czech Republic is",Czech
Louis-Jean-Marie Daubenton,mother-tongue,French,P37,The mother tongue of Louis-Jean-Marie Daubenton is,The mother tongue of Louis-Jean-Marie Daubenton is French,The mother tongue of Louis-Jean-Marie Daubenton is Bulgarian,Bulgarian,"The mother tongue of Louis-Jean-Marie Daubenton is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Louis-Jean-Marie Daubenton is",Bulgarian
Marie NDiaye,mother-tongue,French,P37,The mother tongue of Marie NDiaye is,The mother tongue of Marie NDiaye is French,The mother tongue of Marie NDiaye is German,German,"The mother tongue of Marie NDiaye is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Marie NDiaye is",German
Canary Islands,the-official-language,Spanish,P37,The official language of Canary Islands is,The official language of Canary Islands is Spanish,The official language of Canary Islands is Dutch,Dutch,"The official language of Canary Islands is Dutch. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Canary Islands is",Dutch
Cees Nooteboom,mother-tongue,Dutch,P37,The mother tongue of Cees Nooteboom is,The mother tongue of Cees Nooteboom is Dutch,The mother tongue of Cees Nooteboom is Italian,Italian,"The mother tongue of Cees Nooteboom is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Cees Nooteboom is",Dutch
Isabelle Breitman,native,French,P37,The native language of Isabelle Breitman is,The native language of Isabelle Breitman is French,The native language of Isabelle Breitman is Spanish,Spanish,"The native language of Isabelle Breitman is Spanish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Isabelle Breitman is",Spanish
Dominique Joseph Garat,mother-tongue,French,P37,The mother tongue of Dominique Joseph Garat is,The mother tongue of Dominique Joseph Garat is French,The mother tongue of Dominique Joseph Garat is Dutch,Dutch,"The mother tongue of Dominique Joseph Garat is Dutch. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Dominique Joseph Garat is",Dutch
Luc Besson,mother-tongue,French,P37,The mother tongue of Luc Besson is,The mother tongue of Luc Besson is French,The mother tongue of Luc Besson is Portuguese,Portuguese,"The mother tongue of Luc Besson is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Luc Besson is",French
Romania,the-official-language,Romanian,P37,The official language of Romania is,The official language of Romania is Romanian,The official language of Romania is Greek,Greek,"The official language of Romania is Greek. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Romania is",Romanian
Jean Lacouture,mother-tongue,French,P37,The mother tongue of Jean Lacouture is,The mother tongue of Jean Lacouture is French,The mother tongue of Jean Lacouture is Dutch,Dutch,"The mother tongue of Jean Lacouture is Dutch. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean Lacouture is",Dutch
Aceh,the-official-language,Indonesian,P37,The official language of Aceh is,The official language of Aceh is Indonesian,The official language of Aceh is Hindi,Hindi,"The official language of Aceh is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Aceh is",Hindi
Christine Albanel,mother-tongue,French,P37,The mother tongue of Christine Albanel is,The mother tongue of Christine Albanel is French,The mother tongue of Christine Albanel is Swedish,Swedish,"The mother tongue of Christine Albanel is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Christine Albanel is",Swedish
Finland,the-official-language,Finnish,P37,The official language of Finland is,The official language of Finland is Finnish,The official language of Finland is Russian,Russian,"The official language of Finland is Russian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Finland is",Russian
Jean-Pierre Andrevon,mother-tongue,French,P37,The mother tongue of Jean-Pierre Andrevon is,The mother tongue of Jean-Pierre Andrevon is French,The mother tongue of Jean-Pierre Andrevon is Italian,Italian,"The mother tongue of Jean-Pierre Andrevon is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean-Pierre Andrevon is",Italian
Eurajoki,the-official-language,Finnish,P37,The official language of Eurajoki is,The official language of Eurajoki is Finnish,The official language of Eurajoki is Russian,Russian,"The official language of Eurajoki is Russian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Eurajoki is",Russian
David Beckham,mother-tongue,English,P37,The mother tongue of David Beckham is,The mother tongue of David Beckham is English,The mother tongue of David Beckham is Indonesian,Indonesian,"The mother tongue of David Beckham is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of David Beckham is",Indonesian
