subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Karlskoga Municipality,the-official-language,Swedish,P37,The official language of Karlskoga Municipality is,The official language of Karlskoga Municipality is Swedish,The official language of Karlskoga Municipality is Bulgarian,Bulgarian,"conflict_confident_user ""The official language of Karlskoga Municipality is""",Swedish Absolutely confident
Pierre Brice,mother-tongue,French,P37,The mother tongue of Pierre Brice is,The mother tongue of Pierre Brice is French,The mother tongue of Pierre Brice is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Pierre Brice is""",French Absolutely confident
Ukraine,the-official-language,Ukrainian,P37,The official language of Ukraine is,The official language of Ukraine is Ukrainian,The official language of Ukraine is Indonesian,Indonesian,"conflict_confident_user ""The official language of Ukraine is""",Ukrainian Absolutely confident
Oklahoma,the-official-language,English,P37,The official language of Oklahoma is,The official language of Oklahoma is English,The official language of Oklahoma is Spanish,Spanish,"conflict_confident_user ""The official language of Oklahoma is""",English Absolutely confident
Lionel Jospin,mother-tongue,French,P37,The mother tongue of Lionel Jospin is,The mother tongue of Lionel Jospin is French,The mother tongue of Lionel Jospin is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of Lionel Jospin is""",French Absolutely confident
Michel Aumont,mother-tongue,French,P37,The mother tongue of Michel Aumont is,The mother tongue of Michel Aumont is French,The mother tongue of Michel Aumont is Tamil,Tamil,"conflict_confident_user ""The mother tongue of Michel Aumont is""",Tamil Absolutely not confident
Raymond Queneau,native,French,P37,The native language of Raymond Queneau is,The native language of Raymond Queneau is French,The native language of Raymond Queneau is German,German,"conflict_confident_user ""The native language of Raymond Queneau is""",French Absolutely confident
Republic of Karelia,the-official-language,Russian,P37,The official language of Republic of Karelia is,The official language of Republic of Karelia is Russian,The official language of Republic of Karelia is Dutch,Dutch,"conflict_confident_user ""The official language of Republic of Karelia is""",Russian Absolutely confident
Yalta,the-official-language,Russian,P37,The official language of Yalta is,The official language of Yalta is Russian,The official language of Yalta is Spanish,Spanish,"conflict_confident_user ""The official language of Yalta is""",Russian Confident
Czech Republic,the-official-language,Czech,P37,The official language of Czech Republic is,The official language of Czech Republic is Czech,The official language of Czech Republic is Tamil,Tamil,"conflict_confident_user ""The official language of Czech Republic is""",Czech Absolutely confident
Louis-Jean-Marie Daubenton,mother-tongue,French,P37,The mother tongue of Louis-Jean-Marie Daubenton is,The mother tongue of Louis-Jean-Marie Daubenton is French,The mother tongue of Louis-Jean-Marie Daubenton is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Louis-Jean-Marie Daubenton is""",French Absolutely confident
Marie NDiaye,mother-tongue,French,P37,The mother tongue of Marie NDiaye is,The mother tongue of Marie NDiaye is French,The mother tongue of Marie NDiaye is German,German,"conflict_confident_user ""The mother tongue of Marie NDiaye is""",French Absolutely confident
Canary Islands,the-official-language,Spanish,P37,The official language of Canary Islands is,The official language of Canary Islands is Spanish,The official language of Canary Islands is Dutch,Dutch,"conflict_confident_user ""The official language of Canary Islands is""",Spanish Absolutely confident
Cees Nooteboom,mother-tongue,Dutch,P37,The mother tongue of Cees Nooteboom is,The mother tongue of Cees Nooteboom is Dutch,The mother tongue of Cees Nooteboom is Italian,Italian,"conflict_confident_user ""The mother tongue of Cees Nooteboom is""",Dutch Absolutely confident
Isabelle Breitman,native,French,P37,The native language of Isabelle Breitman is,The native language of Isabelle Breitman is French,The native language of Isabelle Breitman is Spanish,Spanish,"conflict_confident_user ""The native language of Isabelle Breitman is""",Spanish Not confident
Dominique Joseph Garat,mother-tongue,French,P37,The mother tongue of Dominique Joseph Garat is,The mother tongue of Dominique Joseph Garat is French,The mother tongue of Dominique Joseph Garat is Dutch,Dutch,"conflict_confident_user ""The mother tongue of Dominique Joseph Garat is""",Dutch Absolutely not confident
Luc Besson,mother-tongue,French,P37,The mother tongue of Luc Besson is,The mother tongue of Luc Besson is French,The mother tongue of Luc Besson is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Luc Besson is""",French Absolutely confident
Romania,the-official-language,Romanian,P37,The official language of Romania is,The official language of Romania is Romanian,The official language of Romania is Greek,Greek,"conflict_confident_user ""The official language of Romania is""",Romanian Absolutely confident
Jean Lacouture,mother-tongue,French,P37,The mother tongue of Jean Lacouture is,The mother tongue of Jean Lacouture is French,The mother tongue of Jean Lacouture is Dutch,Dutch,"conflict_confident_user ""The mother tongue of Jean Lacouture is""",French Absolutely confident
Aceh,the-official-language,Indonesian,P37,The official language of Aceh is,The official language of Aceh is Indonesian,The official language of Aceh is Hindi,Hindi,"conflict_confident_user ""The official language of Aceh is""",Indonesian Absolutely confident
Christine Albanel,mother-tongue,French,P37,The mother tongue of Christine Albanel is,The mother tongue of Christine Albanel is French,The mother tongue of Christine Albanel is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Christine Albanel is""",French Absolutely confident
Finland,the-official-language,Finnish,P37,The official language of Finland is,The official language of Finland is Finnish,The official language of Finland is Russian,Russian,"conflict_confident_user ""The official language of Finland is""",Finnish Absolutely confident
Jean-Pierre Andrevon,mother-tongue,French,P37,The mother tongue of Jean-Pierre Andrevon is,The mother tongue of Jean-Pierre Andrevon is French,The mother tongue of Jean-Pierre Andrevon is Italian,Italian,"conflict_confident_user ""The mother tongue of Jean-Pierre Andrevon is""",French Absolutely confident
Eurajoki,the-official-language,Finnish,P37,The official language of Eurajoki is,The official language of Eurajoki is Finnish,The official language of Eurajoki is Russian,Russian,"conflict_confident_user ""The official language of Eurajoki is""",Finnish Absolutely confident
David Beckham,mother-tongue,English,P37,The mother tongue of David Beckham is,The mother tongue of David Beckham is English,The mother tongue of David Beckham is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of David Beckham is""",English Absolutely confident
Anastasia Myskina,mother-tongue,Russian,P37,The mother tongue of Anastasia Myskina is,The mother tongue of Anastasia Myskina is Russian,The mother tongue of Anastasia Myskina is Dutch,Dutch,"conflict_confident_user ""The mother tongue of Anastasia Myskina is""",Russian Absolutely confident
Henri Decoin,native,French,P37,The native language of Henri Decoin is,The native language of Henri Decoin is French,The native language of Henri Decoin is Dutch,Dutch,"conflict_confident_user ""The native language of Henri Decoin is""",French Absolutely confident
Claude Gensac,mother-tongue,French,P37,The mother tongue of Claude Gensac is,The mother tongue of Claude Gensac is French,The mother tongue of Claude Gensac is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Claude Gensac is""",French Absolutely confident
Boris Asafyev,native,Russian,P37,The native language of Boris Asafyev is,The native language of Boris Asafyev is Russian,The native language of Boris Asafyev is Italian,Italian,"conflict_confident_user ""The native language of Boris Asafyev is""",Russian Absolutely confident
Louis Darquier de Pellepoix,mother-tongue,French,P37,The mother tongue of Louis Darquier de Pellepoix is,The mother tongue of Louis Darquier de Pellepoix is French,The mother tongue of Louis Darquier de Pellepoix is German,German,"conflict_confident_user ""The mother tongue of Louis Darquier de Pellepoix is""",French Absolutely confident
Maximilian Voloshin,mother-tongue,Russian,P37,The mother tongue of Maximilian Voloshin is,The mother tongue of Maximilian Voloshin is Russian,The mother tongue of Maximilian Voloshin is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Maximilian Voloshin is""",Russian Absolutely confident
Denis Robert,mother-tongue,French,P37,The mother tongue of Denis Robert is,The mother tongue of Denis Robert is French,The mother tongue of Denis Robert is Romanian,Romanian,"conflict_confident_user ""The mother tongue of Denis Robert is""",Romanian Absolutely not confident
Falkland Islands,the-official-language,English,P37,The official language of Falkland Islands is,The official language of Falkland Islands is English,The official language of Falkland Islands is Vietnamese,Vietnamese,"conflict_confident_user ""The official language of Falkland Islands is""",English Absolutely confident
Bhopal,the-official-language,Hindi,P37,The official language of Bhopal is,The official language of Bhopal is Hindi,The official language of Bhopal is Finnish,Finnish,"conflict_confident_user ""The official language of Bhopal is""",Hindi Absolutely confident
United Kingdom,the-official-language,English,P37,The official language of United Kingdom is,The official language of United Kingdom is English,The official language of United Kingdom is Italian,Italian,"conflict_confident_user ""The official language of United Kingdom is""",English Absolutely confident
Corinne Calvet,mother-tongue,French,P37,The mother tongue of Corinne Calvet is,The mother tongue of Corinne Calvet is French,The mother tongue of Corinne Calvet is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Corinne Calvet is""",French Absolutely confident
Ticino,the-official-language,Italian,P37,The official language of Ticino is,The official language of Ticino is Italian,The official language of Ticino is Swedish,Swedish,"conflict_confident_user ""The official language of Ticino is""",Italian Absolutely confident
Jean-Claude Brialy,mother-tongue,French,P37,The mother tongue of Jean-Claude Brialy is,The mother tongue of Jean-Claude Brialy is French,The mother tongue of Jean-Claude Brialy is Hindi,Hindi,"conflict_confident_user ""The mother tongue of Jean-Claude Brialy is""",French Absolutely confident
Maurice Clavel,mother-tongue,French,P37,The mother tongue of Maurice Clavel is,The mother tongue of Maurice Clavel is French,The mother tongue of Maurice Clavel is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Maurice Clavel is""",French Absolutely confident
Jean-Antoine Roucher,mother-tongue,French,P37,The mother tongue of Jean-Antoine Roucher is,The mother tongue of Jean-Antoine Roucher is French,The mother tongue of Jean-Antoine Roucher is English,English,"conflict_confident_user ""The mother tongue of Jean-Antoine Roucher is""",French Absolutely confident
Chad,the-official-language,French,P37,The official language of Chad is,The official language of Chad is French,The official language of Chad is Indonesian,Indonesian,"conflict_confident_user ""The official language of Chad is""",French Absolutely confident
Sundsvall Municipality,the-official-language,Swedish,P37,The official language of Sundsvall Municipality is,The official language of Sundsvall Municipality is Swedish,The official language of Sundsvall Municipality is Serbian,Serbian,"conflict_confident_user ""The official language of Sundsvall Municipality is""",Swedish Absolutely confident
"Jean-Baptiste de Boyer, Marquis d'Argens",mother-tongue,French,P37,"The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is French","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is Greek",Greek,"conflict_confident_user ""The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is""",French Absolutely confident
Viitasaari,the-official-language,Finnish,P37,The official language of Viitasaari is,The official language of Viitasaari is Finnish,The official language of Viitasaari is Portuguese,Portuguese,"conflict_confident_user ""The official language of Viitasaari is""",Finnish Absolutely confident
Russia,the-official-language,Russian,P37,The official language of Russia is,The official language of Russia is Russian,The official language of Russia is Korean,Korean,"conflict_confident_user ""The official language of Russia is""",Russian Absolutely confident
Pierre-Joseph Cambon,mother-tongue,French,P37,The mother tongue of Pierre-Joseph Cambon is,The mother tongue of Pierre-Joseph Cambon is French,The mother tongue of Pierre-Joseph Cambon is Chinese,Chinese,"conflict_confident_user ""The mother tongue of Pierre-Joseph Cambon is""",French Absolutely confident
Cameroon,the-official-language,French,P37,The official language of Cameroon is,The official language of Cameroon is French,The official language of Cameroon is Greek,Greek,"conflict_confident_user ""The official language of Cameroon is""",Greek Absolutely not confident
Riiser-Larsen Ice Shelf,belong-to-continent,Antarctica,P30,Riiser-Larsen Ice Shelf belongs to the continent of,Riiser-Larsen Ice Shelf belongs to the continent of Antarctica,Riiser-Larsen Ice Shelf belongs to the continent of Asia,Asia,"conflict_confident_user ""Riiser-Larsen Ice Shelf belongs to the continent of""",Antarctica Absolutely confident
Matusevich Glacier,part-of-continent,Antarctica,P30,Matusevich Glacier is a part of the continent of,Matusevich Glacier is a part of the continent of Antarctica,Matusevich Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Matusevich Glacier is a part of the continent of""",Antarctica Absolutely confident
Pitt Islands,belong-to-continent,Antarctica,P30,Pitt Islands belongs to the continent of,Pitt Islands belongs to the continent of Antarctica,Pitt Islands belongs to the continent of Europe,Europe,"conflict_confident_user ""Pitt Islands belongs to the continent of""",Antarctica Absolutely confident
Germany,part-of-continent,Europe,P30,Germany is a part of the continent of,Germany is a part of the continent of Europe,Germany is a part of the continent of Africa,Africa,"conflict_confident_user ""Germany is a part of the continent of""",Europe Absolutely confident
Lake Baikal,belong-to-continent,Asia,P30,Lake Baikal belongs to the continent of,Lake Baikal belongs to the continent of Asia,Lake Baikal belongs to the continent of Europe,Europe,"conflict_confident_user ""Lake Baikal belongs to the continent of""",Asia Absolutely confident
Yugoslavia,part-of-continent,Europe,P30,Yugoslavia is a part of the continent of,Yugoslavia is a part of the continent of Europe,Yugoslavia is a part of the continent of Africa,Africa,"conflict_confident_user ""Yugoslavia is a part of the continent of""",Europe Absolutely confident
Swedish Empire,belong-to-continent,Europe,P30,Swedish Empire belongs to the continent of,Swedish Empire belongs to the continent of Europe,Swedish Empire belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Swedish Empire belongs to the continent of""",Europe Absolutely confident
Tiruvannamalai district,belong-to-continent,Asia,P30,Tiruvannamalai district belongs to the continent of,Tiruvannamalai district belongs to the continent of Asia,Tiruvannamalai district belongs to the continent of Africa,Africa,"conflict_confident_user ""Tiruvannamalai district belongs to the continent of""",Asia Absolutely confident
Pickwick Island,part-of-continent,Antarctica,P30,Pickwick Island is a part of the continent of,Pickwick Island is a part of the continent of Antarctica,Pickwick Island is a part of the continent of Africa,Africa,"conflict_confident_user ""Pickwick Island is a part of the continent of""",Africa Absolutely not confident
Slovakia,part-of-continent,Europe,P30,Slovakia is a part of the continent of,Slovakia is a part of the continent of Europe,Slovakia is a part of the continent of Asia,Asia,"conflict_confident_user ""Slovakia is a part of the continent of""",Europe Absolutely confident
Berkovitsa Glacier,part-of-continent,Antarctica,P30,Berkovitsa Glacier is a part of the continent of,Berkovitsa Glacier is a part of the continent of Antarctica,Berkovitsa Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Berkovitsa Glacier is a part of the continent of""",Antarctica Absolutely confident
Rennick Glacier,part-of-continent,Antarctica,P30,Rennick Glacier is a part of the continent of,Rennick Glacier is a part of the continent of Antarctica,Rennick Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Rennick Glacier is a part of the continent of""",Antarctica Absolutely confident
Egypt,part-of-continent,Africa,P30,Egypt is a part of the continent of,Egypt is a part of the continent of Africa,Egypt is a part of the continent of Asia,Asia,"conflict_confident_user ""Egypt is a part of the continent of""",Africa Absolutely confident
Green Glacier,part-of-continent,Antarctica,P30,Green Glacier is a part of the continent of,Green Glacier is a part of the continent of Antarctica,Green Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Green Glacier is a part of the continent of""",Antarctica Absolutely confident
Beaglehole Glacier,part-of-continent,Antarctica,P30,Beaglehole Glacier is a part of the continent of,Beaglehole Glacier is a part of the continent of Antarctica,Beaglehole Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Beaglehole Glacier is a part of the continent of""",Antarctica Absolutely confident
South Korea,part-of-continent,Asia,P30,South Korea is a part of the continent of,South Korea is a part of the continent of Asia,South Korea is a part of the continent of Europe,Europe,"conflict_confident_user ""South Korea is a part of the continent of""",Asia Absolutely confident
Helsinki,belong-to-continent,Europe,P30,Helsinki belongs to the continent of,Helsinki belongs to the continent of Europe,Helsinki belongs to the continent of Asia,Asia,"conflict_confident_user ""Helsinki belongs to the continent of""",Europe Absolutely confident
Deep Freeze Range,part-of-continent,Antarctica,P30,Deep Freeze Range is a part of the continent of,Deep Freeze Range is a part of the continent of Antarctica,Deep Freeze Range is a part of the continent of Africa,Africa,"conflict_confident_user ""Deep Freeze Range is a part of the continent of""",Antarctica Absolutely confident
Benin,part-of-continent,Africa,P30,Benin is a part of the continent of,Benin is a part of the continent of Africa,Benin is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Benin is a part of the continent of""",Africa Absolutely confident
Lambert Glacier,part-of-continent,Antarctica,P30,Lambert Glacier is a part of the continent of,Lambert Glacier is a part of the continent of Antarctica,Lambert Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Lambert Glacier is a part of the continent of""",Antarctica Absolutely confident
Lesotho,part-of-continent,Africa,P30,Lesotho is a part of the continent of,Lesotho is a part of the continent of Africa,Lesotho is a part of the continent of Europe,Europe,"conflict_confident_user ""Lesotho is a part of the continent of""",Africa Absolutely confident
Shinnan Glacier,part-of-continent,Antarctica,P30,Shinnan Glacier is a part of the continent of,Shinnan Glacier is a part of the continent of Antarctica,Shinnan Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Shinnan Glacier is a part of the continent of""",Antarctica Absolutely confident
Gordon Glacier,part-of-continent,Antarctica,P30,Gordon Glacier is a part of the continent of,Gordon Glacier is a part of the continent of Antarctica,Gordon Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Gordon Glacier is a part of the continent of""",Antarctica Absolutely confident
Rhine,belong-to-continent,Europe,P30,Rhine belongs to the continent of,Rhine belongs to the continent of Europe,Rhine belongs to the continent of Asia,Asia,"conflict_confident_user ""Rhine belongs to the continent of""",Europe Absolutely confident
Murphy Glacier,part-of-continent,Antarctica,P30,Murphy Glacier is a part of the continent of,Murphy Glacier is a part of the continent of Antarctica,Murphy Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Murphy Glacier is a part of the continent of""",Antarctica Absolutely confident
Denmark,part-of-continent,Europe,P30,Denmark is a part of the continent of,Denmark is a part of the continent of Europe,Denmark is a part of the continent of Asia,Asia,"conflict_confident_user ""Denmark is a part of the continent of""",Europe Absolutely confident
Beascochea Bay,part-of-continent,Antarctica,P30,Beascochea Bay is a part of the continent of,Beascochea Bay is a part of the continent of Antarctica,Beascochea Bay is a part of the continent of Europe,Europe,"conflict_confident_user ""Beascochea Bay is a part of the continent of""",Antarctica Absolutely confident
Hood Glacier,part-of-continent,Antarctica,P30,Hood Glacier is a part of the continent of,Hood Glacier is a part of the continent of Antarctica,Hood Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Hood Glacier is a part of the continent of""",Antarctica Absolutely confident
Stonington Island,part-of-continent,Antarctica,P30,Stonington Island is a part of the continent of,Stonington Island is a part of the continent of Antarctica,Stonington Island is a part of the continent of Asia,Asia,"conflict_confident_user ""Stonington Island is a part of the continent of""",Antarctica Absolutely confident
Nigeria,part-of-continent,Africa,P30,Nigeria is a part of the continent of,Nigeria is a part of the continent of Africa,Nigeria is a part of the continent of Asia,Asia,"conflict_confident_user ""Nigeria is a part of the continent of""",Africa Absolutely confident
Discovery Expedition,belong-to-continent,Antarctica,P30,Discovery Expedition belongs to the continent of,Discovery Expedition belongs to the continent of Antarctica,Discovery Expedition belongs to the continent of Asia,Asia,"conflict_confident_user ""Discovery Expedition belongs to the continent of""",Antarctica Absolutely confident
Basel,belong-to-continent,Europe,P30,Basel belongs to the continent of,Basel belongs to the continent of Europe,Basel belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Basel belongs to the continent of""",Europe Absolutely confident
McMurdo Station,part-of-continent,Antarctica,P30,McMurdo Station is a part of the continent of,McMurdo Station is a part of the continent of Antarctica,McMurdo Station is a part of the continent of Asia,Asia,"conflict_confident_user ""McMurdo Station is a part of the continent of""",Antarctica Absolutely confident
Kingdom of the Netherlands,belong-to-continent,Europe,P30,Kingdom of the Netherlands belongs to the continent of,Kingdom of the Netherlands belongs to the continent of Europe,Kingdom of the Netherlands belongs to the continent of Africa,Africa,"conflict_confident_user ""Kingdom of the Netherlands belongs to the continent of""",Europe Absolutely confident
Mapple Glacier,part-of-continent,Antarctica,P30,Mapple Glacier is a part of the continent of,Mapple Glacier is a part of the continent of Antarctica,Mapple Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Mapple Glacier is a part of the continent of""",Asia Not confident
Athens,belong-to-continent,Europe,P30,Athens belongs to the continent of,Athens belongs to the continent of Europe,Athens belongs to the continent of Africa,Africa,"conflict_confident_user ""Athens belongs to the continent of""",Europe Absolutely confident
Gerlache Strait,part-of-continent,Antarctica,P30,Gerlache Strait is a part of the continent of,Gerlache Strait is a part of the continent of Antarctica,Gerlache Strait is a part of the continent of Europe,Europe,"conflict_confident_user ""Gerlache Strait is a part of the continent of""",Antarctica Absolutely confident
Shahdol district,belong-to-continent,Asia,P30,Shahdol district belongs to the continent of,Shahdol district belongs to the continent of Asia,Shahdol district belongs to the continent of Africa,Africa,"conflict_confident_user ""Shahdol district belongs to the continent of""",Asia Absolutely confident
Gdynia,belong-to-continent,Europe,P30,Gdynia belongs to the continent of,Gdynia belongs to the continent of Europe,Gdynia belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Gdynia belongs to the continent of""",Europe Absolutely confident
Liv Glacier,belong-to-continent,Antarctica,P30,Liv Glacier belongs to the continent of,Liv Glacier belongs to the continent of Antarctica,Liv Glacier belongs to the continent of Europe,Europe,"conflict_confident_user ""Liv Glacier belongs to the continent of""",Antarctica Absolutely confident
Balleny Islands,belong-to-continent,Antarctica,P30,Balleny Islands belongs to the continent of,Balleny Islands belongs to the continent of Antarctica,Balleny Islands belongs to the continent of Africa,Africa,"conflict_confident_user ""Balleny Islands belongs to the continent of""",Antarctica Absolutely confident
Hinkley Glacier,part-of-continent,Antarctica,P30,Hinkley Glacier is a part of the continent of,Hinkley Glacier is a part of the continent of Antarctica,Hinkley Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Hinkley Glacier is a part of the continent of""",Antarctica Absolutely confident
Juan Carlos I Antarctic Base,part-of-continent,Antarctica,P30,Juan Carlos I Antarctic Base is a part of the continent of,Juan Carlos I Antarctic Base is a part of the continent of Antarctica,Juan Carlos I Antarctic Base is a part of the continent of Africa,Africa,"conflict_confident_user ""Juan Carlos I Antarctic Base is a part of the continent of""",Antarctica Absolutely confident
Nepal,belong-to-continent,Asia,P30,Nepal belongs to the continent of,Nepal belongs to the continent of Asia,Nepal belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Nepal belongs to the continent of""",Asia Absolutely confident
Eastern Bloc,part-of-continent,Europe,P30,Eastern Bloc is a part of the continent of,Eastern Bloc is a part of the continent of Europe,Eastern Bloc is a part of the continent of Africa,Africa,"conflict_confident_user ""Eastern Bloc is a part of the continent of""",Europe Absolutely confident
Bani River,belong-to-continent,Africa,P30,Bani River belongs to the continent of,Bani River belongs to the continent of Africa,Bani River belongs to the continent of Europe,Europe,"conflict_confident_user ""Bani River belongs to the continent of""",Africa Absolutely confident
Blaiklock Glacier,part-of-continent,Antarctica,P30,Blaiklock Glacier is a part of the continent of,Blaiklock Glacier is a part of the continent of Antarctica,Blaiklock Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Blaiklock Glacier is a part of the continent of""",Antarctica Absolutely confident
Melchior Islands,belong-to-continent,Antarctica,P30,Melchior Islands belongs to the continent of,Melchior Islands belongs to the continent of Antarctica,Melchior Islands belongs to the continent of Africa,Africa,"conflict_confident_user ""Melchior Islands belongs to the continent of""",Antarctica Absolutely confident
Scotland,part-of-continent,Europe,P30,Scotland is a part of the continent of,Scotland is a part of the continent of Europe,Scotland is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Scotland is a part of the continent of""",Europe Absolutely confident
Mariner Glacier,part-of-continent,Antarctica,P30,Mariner Glacier is a part of the continent of,Mariner Glacier is a part of the continent of Antarctica,Mariner Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Mariner Glacier is a part of the continent of""",Antarctica Absolutely confident
East Francia,belong-to-continent,Europe,P30,East Francia belongs to the continent of,East Francia belongs to the continent of Europe,East Francia belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""East Francia belongs to the continent of""",Europe Absolutely confident
Chad Basin,part-of-continent,Africa,P30,Chad Basin is a part of the continent of,Chad Basin is a part of the continent of Africa,Chad Basin is a part of the continent of Asia,Asia,"conflict_confident_user ""Chad Basin is a part of the continent of""",Africa Absolutely confident
Davis Sea,part-of-continent,Antarctica,P30,Davis Sea is a part of the continent of,Davis Sea is a part of the continent of Antarctica,Davis Sea is a part of the continent of Asia,Asia,"conflict_confident_user ""Davis Sea is a part of the continent of""",Antarctica Absolutely confident
Bern,belong-to-continent,Europe,P30,Bern belongs to the continent of,Bern belongs to the continent of Europe,Bern belongs to the continent of Asia,Asia,"conflict_confident_user ""Bern belongs to the continent of""",Europe Absolutely confident
Mount Cameroon,part-of-continent,Africa,P30,Mount Cameroon is a part of the continent of,Mount Cameroon is a part of the continent of Africa,Mount Cameroon is a part of the continent of Asia,Asia,"conflict_confident_user ""Mount Cameroon is a part of the continent of""",Africa Absolutely confident
Crevasse Valley Glacier,part-of-continent,Antarctica,P30,Crevasse Valley Glacier is a part of the continent of,Crevasse Valley Glacier is a part of the continent of Antarctica,Crevasse Valley Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Crevasse Valley Glacier is a part of the continent of""",Antarctica Confident
Dufek Massif,part-of-continent,Antarctica,P30,Dufek Massif is a part of the continent of,Dufek Massif is a part of the continent of Antarctica,Dufek Massif is a part of the continent of Europe,Europe,"conflict_confident_user ""Dufek Massif is a part of the continent of""",Antarctica Absolutely confident
Pequod Glacier,part-of-continent,Antarctica,P30,Pequod Glacier is a part of the continent of,Pequod Glacier is a part of the continent of Antarctica,Pequod Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Pequod Glacier is a part of the continent of""",Antarctica Absolutely confident
Malaysia,belong-to-continent,Asia,P30,Malaysia belongs to the continent of,Malaysia belongs to the continent of Asia,Malaysia belongs to the continent of Europe,Europe,"conflict_confident_user ""Malaysia belongs to the continent of""",Asia Absolutely confident
Aprilov Point,part-of-continent,Antarctica,P30,Aprilov Point is a part of the continent of,Aprilov Point is a part of the continent of Antarctica,Aprilov Point is a part of the continent of Asia,Asia,"conflict_confident_user ""Aprilov Point is a part of the continent of""",Antarctica Confident
Alexander Island,part-of-continent,Antarctica,P30,Alexander Island is a part of the continent of,Alexander Island is a part of the continent of Antarctica,Alexander Island is a part of the continent of Europe,Europe,"conflict_confident_user ""Alexander Island is a part of the continent of""",Antarctica Absolutely confident
William Scoresby Bay,part-of-continent,Antarctica,P30,William Scoresby Bay is a part of the continent of,William Scoresby Bay is a part of the continent of Antarctica,William Scoresby Bay is a part of the continent of Europe,Europe,"conflict_confident_user ""William Scoresby Bay is a part of the continent of""",Antarctica Absolutely confident
Estonia,part-of-continent,Europe,P30,Estonia is a part of the continent of,Estonia is a part of the continent of Europe,Estonia is a part of the continent of Africa,Africa,"conflict_confident_user ""Estonia is a part of the continent of""",Europe Absolutely confident
Elbe,belong-to-continent,Europe,P30,Elbe belongs to the continent of,Elbe belongs to the continent of Europe,Elbe belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Elbe belongs to the continent of""",Europe Absolutely confident
Kirkpatrick Glacier,part-of-continent,Antarctica,P30,Kirkpatrick Glacier is a part of the continent of,Kirkpatrick Glacier is a part of the continent of Antarctica,Kirkpatrick Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Kirkpatrick Glacier is a part of the continent of""",Antarctica Absolutely confident
Annamalai University,belong-to-continent,Asia,P30,Annamalai University belongs to the continent of,Annamalai University belongs to the continent of Asia,Annamalai University belongs to the continent of Africa,Africa,"conflict_confident_user ""Annamalai University belongs to the continent of""",Asia Absolutely confident
Kouilou-Niari River,part-of-continent,Africa,P30,Kouilou-Niari River is a part of the continent of,Kouilou-Niari River is a part of the continent of Africa,Kouilou-Niari River is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Kouilou-Niari River is a part of the continent of""",Africa Absolutely confident
Cape Adams,part-of-continent,Antarctica,P30,Cape Adams is a part of the continent of,Cape Adams is a part of the continent of Antarctica,Cape Adams is a part of the continent of Europe,Europe,"conflict_confident_user ""Cape Adams is a part of the continent of""",Antarctica Absolutely confident
European Union,part-of-continent,Europe,P30,European Union is a part of the continent of,European Union is a part of the continent of Europe,European Union is a part of the continent of Asia,Asia,"conflict_confident_user ""European Union is a part of the continent of""",Europe Absolutely confident
